PlotNo,MowFreq,MonthLabel,Taxon,cover,Seedling,Juvenile,FlowerBud,Flowering,Fruiting,PostFruiting
BC04,regular,March,Poa pratensis,0.5,0,0,0,0,0,0
BC04,regular,March,Potentilla argentea,0.01,0,0,0,0,0,0
BC04,regular,March,Rumex acetosa,0.5,0,0,0,0,0,0
BC04,regular,March,Sedum acre,0.02,0,0,0,0,0,0
BC04,regular,March,Tanacetum vulgare,0.001,0,0,0,0,0,0
BC04,regular,March,Taraxacum,1,0,0,0,0,0,0
BC04,regular,March,Trifolium pratensis,7,0,0,0,0,0,0
BC04,regular,March,Trifolium repens,8,0,0,0,0,0,0
BC04,regular,March,Veronica arvensis,0.001,1,0,0,0,0,0
BC04,regular,March,Vicia cracca,0.02,0,0,0,0,0,0
BC04,regular,March,Vicia lathyroides,0.1,0,0,0,0,0,0
BC04,regular,May,Acer seedling,0.5,1,0,0,0,0,0
BC04,regular,May,Achillea millefolium,1,0,0,0,0,0,0
BC04,regular,May,Agrostis capillaris,0.01,0,0,0,1,0,0
BC04,regular,May,Anchusa officinalis,0.2,0,0,0,0,0,0
BC04,regular,May,Arenaria serpyllifolia,0.001,0,0,0,1,0,0
BC04,regular,May,Bellis perennis,3,0,0,0,1,1,0
BC04,regular,May,Carex hirta,0.1,0,0,0,0,0,0
BC04,regular,May,Carex muricata,0.1,0,0,0,1,0,0
BC04,regular,May,Centaurea jacea,0.1,0,0,0,0,0,0
BC04,regular,May,Cerastium holosteoides,0.1,0,0,0,1,0,0
BC04,regular,May,Cerastium semidecandrum,0.01,0,0,0,0,1,0
BC04,regular,May,Dactylis glomerata,0.5,0,0,0,0,1,0
BC04,regular,May,Erigeron annuus,0.1,0,0,0,0,0,0
BC04,regular,May,Festuca arundinacea,2,0,0,0,1,0,0
BC04,regular,May,Festuca ovina,3,0,0,0,1,0,0
BC04,regular,May,Festuca rubra,15,0,0,0,1,0,0
BC04,regular,May,Galium verum,0.4,0,0,0,0,0,0
BC04,regular,May,Geranium molle,1,0,0,0,1,1,0
BC04,regular,May,Hypericum perforatum,0.2,0,0,0,0,0,0
BC04,regular,May,Hypochaeris radicata,6,0,0,1,0,0,0
BC04,regular,May,Lolium perenne,0.1,0,0,0,1,0,0
BC04,regular,May,Lotus corniculatus,2,0,0,0,0,0,0
BC04,regular,May,Luzula campestris,0.5,0,0,0,0,1,0
BC04,regular,May,Medicago lupulina,1,0,0,0,1,0,0
BC04,regular,May,Medicago sativa,15,0,0,0,0,0,0
BC04,regular,May,Pilosella officinarum,0.1,0,0,0,0,0,0
BC04,regular,May,Plantago lanceolata,10,0,0,0,1,0,0
BC04,regular,May,Plantago media,0.05,0,0,0,0,0,0
BC04,regular,May,Poa pratensis,0.2,0,0,0,1,1,0
BC04,regular,May,Potentilla argentea,0.5,0,0,0,0,0,0
BC04,regular,May,Potentilla verna,0.3,0,0,0,1,0,0
BC04,regular,May,Rumex acetosa,2,0,0,0,0,0,0
BC04,regular,May,Sedum acre,0.1,0,0,0,1,0,0
BC04,regular,May,Tanacetum vulgare,1.5,0,0,0,0,0,0
BC04,regular,May,Taraxacum,5,0,0,0,0,1,0
BC04,regular,May,Trifolium dubium,0.2,0,0,0,1,0,0
BC04,regular,May,Trifolium pratensis,2,0,0,0,1,0,0
BC04,regular,May,Trifolium repens,5,0,0,0,0,0,0
BC04,regular,May,Valerianella,1e-4,0,0,0,0,1,0
BC04,regular,May,Veronica arvensis,0.1,0,0,0,0,1,0
BC04,regular,May,Vicia angustifolia,0.01,0,0,0,1,0,0
BC04,regular,May,Vicia cracca,2,0,0,0,1,0,0
BC04,regular,May,Vicia lathyroides,2,0,0,0,0,1,0
BC04,regular,May,Vicia sativa,1,0,0,0,1,1,0
BC04,regular,September,Acer seedling,0.5,1,0,0,0,0,0
BC04,regular,September,Achillea millefolium,10,0,0,0,0,0,0
BC04,regular,September,Agrostis capillaris,0.01,0,0,0,0,0,0
BC04,regular,September,Anchusa officinalis,0.1,0,0,0,0,0,0
BC04,regular,September,Arenaria serpyllifolia,0.01,0,0,0,1,1,0
BC04,regular,September,Bellis perennis,3,0,0,0,1,0,0
BC04,regular,September,Carex hirta,0.2,0,0,0,0,1,0
BC04,regular,September,Carex muricata,0.2,0,0,0,0,1,0
BC04,regular,September,Centaurea jacea,0.5,0,0,0,0,0,0
BC04,regular,September,Crepis capillaris,0.1,0,0,0,0,0,0
BC04,regular,September,Dactylis glomerata,0.2,0,0,0,0,0,0
BC04,regular,September,Festuca arundinacea,3,0,0,0,0,0,0
BC04,regular,September,Festuca ovina,5,0,0,0,0,0,0
BC04,regular,September,Festuca rubra,10,0,0,0,0,0,0
BC04,regular,September,Geranium molle,0.5,0,0,0,0,0,0
BC04,regular,September,Hypericum perforatum,4,0,0,0,0,0,0
BC04,regular,September,Hypochaeris radicata,15,0,0,0,1,1,0
BC04,regular,September,Lolium perenne,0.5,0,0,0,0,0,0
BC04,regular,September,Lotus corniculatus,0.5,0,0,0,0,0,0
BC04,regular,September,Luzula campestris,1,0,0,0,0,0,0
BC04,regular,September,Medicago lupulina,2,0,0,0,1,1,0
BC04,regular,September,Medicago sativa,4,0,0,0,0,1,0
BC04,regular,September,Pilosella officinarum,0.1,0,0,0,0,0,0
BC04,regular,September,Plantago lanceolata,10,0,0,0,0,1,0
BC04,regular,September,Plantago media,0.1,0,0,0,0,0,0
BC04,regular,September,Poa pratensis,0.5,0,0,0,0,0,0
BC04,regular,September,Potentilla argentea,0.3,0,0,0,0,1,0
BC04,regular,September,Rumex acetosa,3,0,0,0,0,0,0
BC04,regular,September,Sedum acre,0.5,0,0,0,0,0,0
BC04,regular,September,Tanacetum vulgare,1,0,0,0,0,0,0
BC04,regular,September,Taraxacum,12,0,0,0,0,0,0
BC04,regular,September,Trifolium dubium,0.3,1,0,0,0,0,0
BC04,regular,September,Trifolium pratensis,5,0,0,0,1,0,0
BC04,regular,September,Trifolium repens,1,0,0,0,0,0,0
BC04,regular,September,Vicia lathyroides,0.1,0,0,0,0,0,0
BC04,regular,September,Vicia sativa,0.1,0,0,0,0,0,0
BC05,reduced_sown,July,Achillea millefolium,5,0,0,0,1,0,0
BC05,reduced_sown,July,Agrostis capillaris,35,0,0,0,1,1,0
BC05,reduced_sown,July,Carduus,0.5,0,0,0,1,0,0
BC05,reduced_sown,July,Centaurea jacea,3,0,0,1,0,0,0
BC05,reduced_sown,July,Centaurea stoebe,6,0,0,0,1,0,0
BC05,reduced_sown,July,Cichorium intybus,0.5,0,0,0,1,1,0
BC05,reduced_sown,July,Convolvulus arvensis,0.01,0,0,0,0,0,0
BC05,reduced_sown,July,Crepis capillaris,0.1,0,0,0,0,0,0
BC05,reduced_sown,July,Daucus carota,0.3,0,0,0,1,0,0
BC05,reduced_sown,July,Echium vulgare,0.5,0,0,0,1,1,0
BC05,reduced_sown,July,Festuca ovina,0.1,0,0,0,0,0,0
BC05,reduced_sown,July,Festuca rubra,8,0,0,0,0,1,0
BC05,reduced_sown,July,Helichrysum,0.5,0,0,0,1,0,0
BC05,reduced_sown,July,Hypericum perforatum,2,0,0,1,0,0,0
BC05,reduced_sown,July,Hypochaeris radicata,0.5,0,0,0,0,1,0
BC05,reduced_sown,July,Jacobaea vulgaris (Senecio jacobaea),0.5,0,0,0,0,0,0
BC05,reduced_sown,July,Jasione montana,0.1,0,0,0,1,1,0
BC05,reduced_sown,July,Knautia arvense,0.5,0,0,1,0,0,0
BC05,reduced_sown,July,Leucanthemum vulgare,5,0,0,0,0,1,0
BC05,reduced_sown,July,Luzula campestris,1,0,0,0,0,0,0
BC05,reduced_sown,July,Malva,0.1,0,0,0,0,0,0
BC05,reduced_sown,July,Medicago sativa,0.1,0,0,0,0,1,0
BC05,reduced_sown,July,Phleum phleoides,0.5,0,0,0,0,1,0
BC05,reduced_sown,July,Plantago lanceolata,5,0,0,0,1,1,0
BC05,reduced_sown,July,Poa pratensis,0.5,0,0,0,0,1,0
BC05,reduced_sown,July,Potentilla argentea,0.3,0,0,0,1,1,0
BC05,reduced_sown,July,Rumex acetosa,0.8,0,0,0,0,0,0
BC05,reduced_sown,July,Rumex acetosella,0.5,0,0,0,0,1,0
BC05,reduced_sown,July,Salvia pratensis,0.5,0,0,0,0,0,0
BC05,reduced_sown,July,Sedum acre,0.3,0,0,0,0,0,0
BC05,reduced_sown,July,Trifolium arvense,3,0,0,0,1,0,0
BC05,reduced_sown,July,Trifolium pratensis,7,0,0,0,1,0,0
BC05,reduced_sown,July,Trifolium repens,1,0,0,0,0,0,0
BC05,reduced_sown,July,Vicia hirsuta,0.01,0,0,0,0,1,0
BC05,reduced_sown,March,Acer seedling,0.01,1,0,0,0,0,0
BC05,reduced_sown,March,Achillea millefolium,1,0,0,0,0,0,0
BC05,reduced_sown,March,Agrostis capillaris,25,0,0,0,0,0,0
BC05,reduced_sown,March,Arenaria serpyllifolia,0.001,0,0,0,0,0,0
BC05,reduced_sown,March,Bellis perennis,0.01,0,0,0,1,0,0
BC05,reduced_sown,March,Bromus sterilis,0.1,0,0,0,0,0,0
BC05,reduced_sown,March,Carduus,1,0,0,0,0,0,0
BC05,reduced_sown,March,Centaurea jacea,0.5,0,0,0,0,0,0
BC05,reduced_sown,March,Centaurea stoebe,2,0,0,0,0,0,0
BC05,reduced_sown,March,Cerastium glomeratum,0.01,0,0,0,0,0,0
BC05,reduced_sown,March,Cerastium semidecandrum,0.5,1,0,0,0,0,0
BC05,reduced_sown,March,Crepis capillaris,0.1,0,0,0,0,0,0
BC05,reduced_sown,March,Daucus carota,1,0,0,0,0,0,0
BC05,reduced_sown,March,Echium vulgare,0.01,0,0,0,0,0,0
BC05,reduced_sown,March,Festuca arundinacea,0.1,0,0,0,0,0,0
BC05,reduced_sown,March,Festuca ovina,0.1,0,0,0,0,0,0
BC05,reduced_sown,March,Festuca rubra,15,0,0,0,0,0,0
BC05,reduced_sown,March,Galanthus,0.001,0,0,0,0,0,0
BC05,reduced_sown,March,Geranium molle,0.5,0,0,0,0,0,0
BC05,reduced_sown,March,Helichrysum,0.1,0,0,0,0,0,0
BC05,reduced_sown,March,Hypericum perforatum,0.01,0,0,0,0,0,0
BC05,reduced_sown,March,Hypochaeris radicata,0.055,0,0,0,0,0,0
BC05,reduced_sown,March,Jacobaea vulgaris (Senecio jacobaea),0.5,0,0,0,0,0,0
BC05,reduced_sown,March,Jasione montana,0.01,0,0,0,0,0,0
BC05,reduced_sown,March,Knautia arvense,0.1,0,0,0,0,0,0
BC05,reduced_sown,March,Lamium purpureum,0.001,0,0,0,0,0,0
BC05,reduced_sown,March,Leucanthemum vulgare,2,0,0,0,0,0,0
BC05,reduced_sown,March,Luzula campestris,1,0,0,0,1,0,0
BC05,reduced_sown,March,Phleum phleoides,0.5,0,0,0,0,0,0
BC05,reduced_sown,March,Plantago lanceolata,2,0,0,0,0,0,0
BC05,reduced_sown,March,Poa pratensis,0.5,0,0,0,0,0,0
BC05,reduced_sown,March,Potentilla argentea,0.1,0,0,0,0,0,0
BC05,reduced_sown,March,Prunella vulgaris,0.1,0,0,0,0,0,0
BC05,reduced_sown,March,Rosette sp.,0.1,0,0,0,0,0,0
BC05,reduced_sown,March,Rumex acetosa,0.5,0,0,0,0,0,0
BC05,reduced_sown,March,Rumex acetosella,0.01,0,0,0,0,0,0
BC05,reduced_sown,March,Salvia pratensis,0.01,0,0,0,0,0,0
BC05,reduced_sown,March,Sedum acre,1,0,0,0,0,0,0
BC05,reduced_sown,March,Trifolium dubium,5,0,0,0,0,0,0
BC05,reduced_sown,March,Trifolium pratensis,15,0,0,0,0,0,0
BC05,reduced_sown,March,Veronica arvensis,0.01,1,0,0,0,0,0
BC05,reduced_sown,March,Veronica chamaedrys,0.01,0,0,0,0,0,0
BC05,reduced_sown,March,Vicia hirsuta,0.1,0,0,0,0,0,0
BC05,reduced_sown,May,Acer seedling,0.01,0,0,0,0,0,0
BC05,reduced_sown,May,Achillea millefolium,5,0,0,1,0,0,0
BC05,reduced_sown,May,Agrostis capillaris,30,0,0,0,1,0,0
BC05,reduced_sown,May,Arenaria serpyllifolia,0.01,0,0,0,1,1,0
BC05,reduced_sown,May,Bellis perennis,0.2,0,0,0,1,0,0
BC05,reduced_sown,May,Bromus mollis,0.1,0,0,0,1,0,0
BC05,reduced_sown,May,Bromus sterilis,0.1,0,0,0,1,0,0
BC05,reduced_sown,May,Carduus,0.5,0,0,0,0,0,0
BC05,reduced_sown,May,Centaurea cyanus,0.2,0,0,0,1,0,0
BC05,reduced_sown,May,Centaurea jacea,2,0,0,0,0,0,0
BC05,reduced_sown,May,Centaurea stoebe,2,0,0,0,0,0,0
BC05,reduced_sown,May,Cerastium glomeratum,0.1,0,0,0,0,1,0
BC05,reduced_sown,May,Cerastium semidecandrum,0.01,0,0,0,0,1,0
BC05,reduced_sown,May,Convolvulus arvensis,0.01,0,0,0,0,0,0
BC05,reduced_sown,May,Crepis capillaris,0.01,0,0,0,0,0,0
BC05,reduced_sown,May,Daucus carota,0.5,0,0,0,0,0,0
BC05,reduced_sown,May,Echium vulgare,1,0,0,1,0,0,0
BC05,reduced_sown,May,Festuca ovina,0.2,0,0,0,1,1,0
BC05,reduced_sown,May,Festuca rubra,10,0,0,0,1,1,0
BC05,reduced_sown,May,Geranium molle,0.5,0,0,0,0,1,0
BC05,reduced_sown,May,Helichrysum,0.1,0,0,0,0,0,0
BC05,reduced_sown,May,Holcus,0.001,0,0,0,0,0,0
BC05,reduced_sown,May,Hypericum perforatum,0.5,0,0,0,0,0,0
BC05,reduced_sown,May,Hypochaeris radicata,0.2,0,0,1,0,0,0
BC05,reduced_sown,May,Jacobaea vulgaris (Senecio jacobaea),0.5,0,0,0,0,0,0
BC05,reduced_sown,May,Jasione montana,0.001,0,0,0,0,0,0
BC05,reduced_sown,May,Knautia arvense,0.5,0,0,0,0,0,0
BC05,reduced_sown,May,Leucanthemum vulgare,5,0,0,0,1,0,0
BC05,reduced_sown,May,Luzula campestris,2,0,0,0,0,1,0
BC05,reduced_sown,May,Malva,0.1,0,0,0,0,0,0
BC05,reduced_sown,May,Medicago sativa,0.1,0,0,0,1,0,0
BC05,reduced_sown,May,Phleum phleoides,0.5,0,0,0,1,0,0
BC05,reduced_sown,May,Plantago lanceolata,3,0,0,0,1,0,0
BC05,reduced_sown,May,Poa pratensis,0.5,0,0,0,1,1,0
BC05,reduced_sown,May,Potentilla argentea,1,0,0,0,1,0,0
BC05,reduced_sown,May,Prunella vulgaris,0.5,0,0,0,0,0,0
BC05,reduced_sown,May,Prunus seedling,0.001,1,0,0,0,0,0
BC05,reduced_sown,May,Rumex acetosa,0.5,0,0,0,0,0,0
BC05,reduced_sown,May,Rumex acetosella,3,0,0,0,1,0,0
BC05,reduced_sown,May,Salvia pratensis,0.5,0,0,0,1,0,0
BC05,reduced_sown,May,Sedum acre,1,0,0,1,0,0,0
BC05,reduced_sown,May,Trifolium arvense,3,0,0,0,0,0,0
BC05,reduced_sown,May,Trifolium campestre,2,0,0,0,1,0,0
BC05,reduced_sown,May,Trifolium dubium,10,0,0,0,1,0,0
BC05,reduced_sown,May,Trifolium incarnatum,17,0,0,0,1,0,0
BC05,reduced_sown,May,Trifolium pratensis,10,0,0,0,1,0,0
BC05,reduced_sown,May,Trifolium repens,2,0,0,0,1,0,0
BC05,reduced_sown,May,Veronica arvensis,0.1,0,0,0,0,1,0
BC05,reduced_sown,May,Veronica chamaedrys,0.2,0,0,0,1,0,0
BC05,reduced_sown,May,Veronica serpyllifolia,0.001,0,0,0,0,0,0
BC05,reduced_sown,May,Vicia hirsuta,1,0,0,0,1,1,0
BC05,reduced_sown,September,Achillea millefolium,10,0,0,0,0,0,0
BC05,reduced_sown,September,Agrostis capillaris,40,0,0,0,0,1,0
BC05,reduced_sown,September,Arenaria serpyllifolia,0.001,1,0,0,0,0,0
BC05,reduced_sown,September,Carduus,0.01,0,0,0,0,1,0
BC05,reduced_sown,September,Centaurea jacea,7,0,0,0,1,1,0
BC05,reduced_sown,September,Centaurea stoebe,3,0,0,0,1,1,0
BC05,reduced_sown,September,Cichorium intybus,1,0,0,0,1,1,0
BC05,reduced_sown,September,Convolvulus arvensis,0.01,0,0,0,0,0,0
BC05,reduced_sown,September,Crepis capillaris,0.2,0,0,0,1,0,0
BC05,reduced_sown,September,Echium vulgare,0.3,0,0,0,1,1,0
BC05,reduced_sown,September,Festuca ovina,1,0,0,0,0,0,0
BC05,reduced_sown,September,Festuca rubra,8,0,0,0,0,1,0
BC05,reduced_sown,September,Geranium molle,0.3,0,0,0,0,0,0
BC05,reduced_sown,September,Helichrysum,0.1,0,0,0,0,0,0
BC05,reduced_sown,September,Hypericum perforatum,2,0,0,0,0,1,0
BC05,reduced_sown,September,Hypochaeris radicata,0.1,0,0,0,1,0,0
BC05,reduced_sown,September,Hypochaeris uniflora,0.1,0,0,0,0,0,0
BC05,reduced_sown,September,Jacobaea vulgaris (Senecio jacobaea),0.5,0,0,0,1,1,0
BC05,reduced_sown,September,Jasione montana,0.3,0,0,0,1,1,0
BC05,reduced_sown,September,Knautia arvense,0.5,0,0,0,0,1,0
BC05,reduced_sown,September,Leucanthemum vulgare,6,0,0,0,0,0,0
BC05,reduced_sown,September,Luzula campestris,0.01,0,0,0,0,0,0
BC05,reduced_sown,September,Malva,0.5,0,0,0,0,0,0
BC05,reduced_sown,September,Medicago sativa,0.01,0,0,0,0,1,0
BC05,reduced_sown,September,Phleum phleoides,1,0,0,0,0,1,0
BC05,reduced_sown,September,Plantago lanceolata,10,0,0,0,1,1,0
BC05,reduced_sown,September,Poa pratensis,0.5,0,0,0,0,1,0
BC05,reduced_sown,September,Potentilla argentea,1,0,0,0,1,1,0
BC05,reduced_sown,September,Rumex acetosa,2,0,0,0,0,0,0
BC05,reduced_sown,September,Rumex acetosella,2,0,0,0,0,1,0
BC05,reduced_sown,September,Salvia pratensis,0.5,0,0,0,0,0,0
BC05,reduced_sown,September,Sedum acre,1,0,0,0,0,0,0
BC05,reduced_sown,September,Trifolium arvense,0.5,0,0,0,1,1,0
BC05,reduced_sown,September,Trifolium dubium,0.01,1,0,0,0,0,0
BC05,reduced_sown,September,Trifolium incarnatum,5,0,0,0,0,0,0
BC05,reduced_sown,September,Trifolium pratensis,12,0,0,0,1,1,0
BC05,reduced_sown,September,Trifolium repens,0.1,0,0,0,0,0,0
BC05,reduced_sown,September,Veronica arvensis,0.001,1,0,0,0,0,0
BC05,reduced_sown,September,Veronica serpyllifolia,0.001,1,0,0,0,0,0
BC05,reduced_sown,September,Vicia hirsuta,0.5,0,0,0,0,0,0
BC06,regular,July,Achillea millefolium,7,0,0,0,1,0,0
BC06,regular,July,Agrostis capillaris,5,0,0,0,0,0,0
BC06,regular,July,Arenaria serpyllifolia,0.1,1,0,0,0,0,0
BC06,regular,July,Arrhenatherum elatius,0.1,0,0,0,0,0,0
BC06,regular,July,Astragalus,5,0,0,0,0,0,0
BC06,regular,July,Bellis perennis,2,0,0,1,0,0,0
BC06,regular,July,Convolvulus arvensis,2,0,0,0,1,0,0
BC06,regular,July,Crepis capillaris,0.01,0,0,1,0,0,0
BC06,regular,July,Dactylis glomerata,6,0,0,0,0,0,0
BC06,regular,July,Echium vulgare,0.01,0,0,0,1,1,0
BC06,regular,July,Elymus repens,8,0,0,0,0,0,0
BC06,regular,July,Festuca ovina,5,0,0,0,0,0,0
BC06,regular,July,Festuca rubra,20,0,0,0,0,0,0
BC06,regular,July,Geranium molle,1,1,0,0,0,0,0
BC06,regular,July,Hypochaeris radicata,0.01,0,0,0,0,0,0
BC06,regular,July,Lolium perenne,2,0,0,0,0,0,0
BC06,regular,July,Medicago lupulina,1,0,0,0,1,1,0
BC06,regular,July,Plantago lanceolata,15,0,0,0,1,1,0
BC06,regular,July,Plantago media,15,0,0,0,1,1,0
BC06,regular,July,Poa pratensis,1,0,0,0,0,0,0
BC06,regular,July,Potentilla reptans,2,0,0,0,0,0,0
BC06,regular,July,Prunus seedling,0.01,0,1,0,0,0,0
BC06,regular,July,Rumex acetosa,0.1,0,0,0,0,0,0
BC06,regular,July,Securigera varia,0.5,0,0,0,0,0,0
BC06,regular,July,Setaria,0.1,0,0,0,0,0,0
BC06,regular,July,Taraxacum,0.5,0,0,0,0,0,0
BC06,regular,July,Trifolium dubium,1,0,0,0,1,0,0
BC06,regular,July,Trifolium pratensis,2,0,0,0,0,0,0
BC06,regular,July,Trifolium repens,1,0,0,0,0,0,0
BC06,regular,July,Veronica arvensis,0.01,1,0,0,0,0,0
BC06,regular,March,Achillea millefolium,0.01,0,0,0,0,0,0
BC06,regular,March,Agrostis capillaris,2,0,0,0,0,0,0
BC06,regular,March,Arenaria serpyllifolia,0.01,0,0,0,0,0,0
BC06,regular,March,Asteracea,0.01,0,0,0,0,0,0
BC06,regular,March,Bellis perennis,1,0,0,1,0,0,0
BC06,regular,March,Cardamine hirsuta,0.01,0,0,0,1,0,0
BC06,regular,March,Cerastium glutinosum,0.5,0,0,0,0,0,0
BC06,regular,March,Cerastium holosteoides,0.01,0,0,0,0,0,0
BC06,regular,March,Crepis capillaris,0.01,0,0,0,0,0,0
BC06,regular,March,Dactylis glomerata,7,0,0,0,0,0,0
BC06,regular,March,Elymus repens,1,0,0,0,0,0,0
BC06,regular,March,Festuca ovina,0.5,0,0,0,0,0,0
BC06,regular,March,Festuca rubra,30,0,0,0,0,0,0
BC06,regular,March,Geranium molle,5,0,0,0,0,0,0
BC06,regular,March,Hypochaeris radicata,0.2,0,0,0,0,0,0
BC06,regular,March,Medicago lupulina,0.5,0,0,0,0,0,0
BC06,regular,March,Plantago lanceolata,15,0,0,0,0,0,0
BC06,regular,March,Plantago media,5,0,0,0,0,0,0
BC06,regular,March,Poa bulbosa,2,0,0,0,0,0,0
BC06,regular,March,Poa pratensis,2,0,0,0,0,0,0
BC06,regular,March,Potentilla argentea,0.1,0,0,0,0,0,0
BC06,regular,March,Potentilla reptans,0.5,0,0,0,0,0,0
BC06,regular,March,Scabiosa,0.01,0,0,0,0,0,0
BC06,regular,March,Securigera varia,0.3,0,0,0,0,0,0
BC06,regular,March,Taraxacum,0.01,0,0,0,0,0,0
BC06,regular,March,Trifolium dubium,0.05,0,0,0,0,0,0
BC06,regular,March,Trifolium pratensis,2,0,0,0,0,0,0
BC06,regular,March,Trifolium repens,2,0,0,0,0,0,0
BC06,regular,March,Veronica arvensis,0.1,0,0,0,0,0,0
BC06,regular,March,Vicia sativa,0.2,0,0,0,0,0,0
BC06,regular,May,Achillea millefolium,1,0,0,0,0,0,0
BC06,regular,May,Agrostis capillaris,2,0,0,0,1,0,0
BC06,regular,May,Arenaria serpyllifolia,0.01,0,0,0,0,1,0
BC06,regular,May,Arrhenatherum elatius,2,0,0,0,1,0,0
BC06,regular,May,Astragalus,4,0,0,0,0,0,0
BC06,regular,May,Bellis perennis,0.01,0,0,0,0,1,0
BC06,regular,May,Cerastium glutinosum,0.1,0,0,0,0,1,0
BC06,regular,May,Cerastium holosteoides,0.01,0,0,0,1,0,0
BC06,regular,May,Convolvulus arvensis,1,0,0,0,0,0,0
BC06,regular,May,Dactylis glomerata,3,0,0,0,0,1,0
BC06,regular,May,Echium vulgare,0.1,0,0,0,0,0,0
BC06,regular,May,Elymus repens,2,0,0,0,0,0,0
BC06,regular,May,Festuca ovina,7,0,0,0,0,0,0
BC06,regular,May,Festuca rubra,15,0,0,0,0,1,0
BC06,regular,May,Geranium molle,2,0,0,0,1,1,0
BC06,regular,May,Hypochaeris radicata,0.01,0,0,0,0,0,0
BC06,regular,May,Lolium perenne,5,0,0,0,1,0,0
BC06,regular,May,Medicago lupulina,1,0,0,0,1,0,0
BC06,regular,May,Plantago lanceolata,5,0,0,0,1,0,0
BC06,regular,May,Plantago media,4,0,0,0,1,0,0
BC06,regular,May,Poa pratensis,3,0,0,0,0,1,0
BC06,regular,May,Potentilla argentea,0.1,0,0,0,0,0,0
BC06,regular,May,Potentilla reptans,1,0,0,0,0,0,0
BC06,regular,May,Prunus spinosa,0.2,0,0,0,0,0,0
BC06,regular,May,Rubus,0.2,0,0,0,0,0,0
BC06,regular,May,Securigera varia,0.5,0,0,0,0,0,0
BC06,regular,May,Taraxacum,0.2,0,0,0,0,0,0
BC06,regular,May,Trifolium dubium,0.5,0,0,0,0,1,0
BC06,regular,May,Trifolium pratensis,4,0,0,0,1,0,0
BC06,regular,May,Trifolium repens,0.5,0,0,0,1,0,0
BC06,regular,May,Veronica arvensis,0.1,0,0,0,0,1,0
BC06,regular,May,Vicia sativa,2,0,0,0,0,1,0
BC06,regular,September,Achillea millefolium,10,0,0,0,0,0,0
BC06,regular,September,Agrostis capillaris,15,0,0,0,0,0,0
BC06,regular,September,Arenaria serpyllifolia,0.5,0,0,0,0,0,0
BC06,regular,September,Arrhenatherum elatius,2,0,0,0,0,0,0
BC06,regular,September,Astragalus,2,0,0,0,0,0,0
BC06,regular,September,Bellis perennis,1,0,0,0,1,0,0
BC06,regular,September,Cerastium glutinosum,0.2,1,0,0,0,0,0
BC06,regular,September,Convolvulus arvensis,0.5,0,0,0,0,0,0
BC06,regular,September,Crepis capillaris,1,0,0,0,1,0,0
BC06,regular,September,Dactylis glomerata,10,0,0,0,0,0,0
BC06,regular,September,Echium vulgare,1,0,0,0,0,0,0
BC06,regular,September,Elymus repens,0.5,0,0,0,0,0,0
BC06,regular,September,Festuca ovina,5,0,0,0,0,0,0
BC06,regular,September,Festuca pratensis,2,0,0,0,0,0,0
BC06,regular,September,Festuca rubra,15,0,0,0,0,0,0
BC06,regular,September,Geranium molle,3,0,0,0,1,1,0
BC06,regular,September,Hypochaeris radicata,0.01,0,0,0,0,0,0
BC06,regular,September,Lamium purpureum,0.001,1,0,0,0,0,0
BC06,regular,September,Lolium perenne,5,0,0,0,0,0,0
BC06,regular,September,Medicago lupulina,2,0,0,0,1,0,0
BC06,regular,September,Medicago sativa,0.1,0,0,0,0,0,0
BC06,regular,September,Plantago lanceolata,15,0,0,0,1,1,0
BC06,regular,September,Plantago media,7,0,0,0,1,1,0
BC06,regular,September,Poa pratensis,0.5,0,0,0,0,0,0
BC06,regular,September,Potentilla reptans,2,0,0,0,0,0,0
BC06,regular,September,Securigera varia,0.5,0,0,0,0,0,0
BC06,regular,September,Stellaria media,0.001,1,0,0,0,0,0
BC06,regular,September,Taraxacum,2,0,0,0,0,0,0
BC06,regular,September,Trifolium dubium,0.1,0,0,0,0,0,0
BC06,regular,September,Trifolium pratensis,3,0,0,0,1,1,0
BC06,regular,September,Trifolium repens,3,0,0,0,1,1,0
BC06,regular,September,Veronica arvensis,0.1,1,0,0,0,0,0
BC06,regular,September,Vicia sativa,0.5,0,0,0,0,0,0
BC07,reduced,July,Achillea millefolium,0.001,0,0,0,0,0,0
BC07,reduced,July,Arenaria serpyllifolia,0.1,0,0,0,1,1,0
BC07,reduced,July,Artemisia campestris,25,0,0,0,1,1,0
BC07,reduced,July,Berteroa incana,15,0,0,0,1,1,0
BC07,reduced,July,Bromus mollis,0.1,1,0,0,0,0,0
BC07,reduced,July,Conyza canadensis,3,0,0,0,1,1,0
BC07,reduced,July,Crepis capillaris,1,0,0,0,1,1,0
BC07,reduced,July,Digitaria,0.01,1,0,0,0,0,0
BC07,reduced,July,Echium vulgare,5,0,0,0,1,1,0
BC07,reduced,July,Erodium cicutarium,0.001,0,0,0,1,1,0
BC07,reduced,July,Festuca ovina,0.5,0,0,0,0,0,0
BC07,reduced,July,Festuca rubra,20,0,0,0,1,1,0
BC07,reduced,July,Geranium molle,0.01,1,0,0,0,0,0
BC07,reduced,July,Herniaria glabra,1,0,0,0,1,1,0
BC07,reduced,July,Hypericum perforatum,0.5,0,0,0,1,1,0
BC07,reduced,July,Lamium purpureum,0.01,1,0,0,0,0,0
