PlotNo,Subplot,MowFreq,Month,n_mow_events_befre_sampling,SR,biomass,evenness,phen_Richness,phen_evenness,FRic,FEve,FDis,Neophytes_SR_propr,Neophytes_mass_propr,Bare_Ground_Cover,Litter_Cover_Total,Litter_Cover,slope_degr,dist_tree,patch_size_m2,Biotop_richness_specific,sky_view_factor,skyview_factor_rayman_p,skyview_factor_jw1984,protected_cover_pct,green_cover_pct,impervious_pct,road_density_km_per_ha,protected_cover_pct_log,green_cover_pct_log,patch_size_m2_scaled,road_density_km_per_ha_scaled
BC11,SE,regular,May,0,16,680.1,5.278895411472417,3,1.29717031449458,8.426912014557706,0.2857142857142857,1.654378014116156,0,0,5,20,20,1,6.7,2049.628544,7,0.841,0.95,0.952,0,5.36,39.058,0.104,0,1.8500283773520307,2.2754528828554412,-0.0920845117045908
BC11,NW,regular,July,1,14,1007.3333333333334,3.352498723912437,4,2.4557521625352443,4.2230352369183395,0.25,1.9601373678750575,0,0,15,8,8,5,9.6,2049.628544,7,0.841,0.95,0.952,0,5.36,39.058,0.104,0,1.8500283773520307,2.2754528828554412,-0.0920845117045908
BC11,SE,regular,July,1,14,980.1333333333332,3.6206525626929142,3,2.22842625435099,8.426912014557704,0.3333333333333333,2.0516594190018327,0,0,6,10,10,1,6.7,2049.628544,7,0.841,0.95,0.952,0,5.36,39.058,0.104,0,1.8500283773520307,2.2754528828554412,-0.0920845117045908
BC11,NW,regular,September,3,15,650.7611111111111,3.5305985626245553,4,1.4796327972017973,4.2230352369183395,0.23076923076923075,1.5468097697365903,0,0,15,13,13,5,9.6,2049.628544,7,0.841,0.95,0.952,0,5.36,39.058,0.104,0,1.8500283773520307,2.2754528828554412,-0.0920845117045908
BC11,SE,regular,September,3,13,749.4944444444444,4.680852652509257,4,1.4993997717306642,8.426912014557704,0.3636363636363637,1.8270752966200337,0,0,3,30,30,1,6.7,2049.628544,7,0.841,0.95,0.952,0,5.36,39.058,0.104,0,1.8500283773520307,2.2754528828554412,-0.0920845117045908
BC12,NW,reduced,March,0,17,237.3361111111111,4.032386413137373,4,1.064720907078731,13.314244716937232,0.11101719679331476,0.9267650226545504,0.0588235294117647,4.213433831532871e-4,2,60,60,7,3.1,593.1908566,6,0.805,0.938,0.941,0,4.619,37.143,0.095,0,1.7261537121300612,-0.5336083782779377,-0.4775545607005522
BC12,SE,reduced,March,0,14,226.5333333333333,2.8909442055581027,3,1.1329426783540997,17.8174485144657,0.24459804382101472,0.9998649198300013,0,0,2,30,30,2,6,593.1908566,6,0.805,0.938,0.941,0,4.619,37.143,0.095,0,1.7261537121300612,-0.5336083782779377,-0.4775545607005522
BC12,NW,reduced,May,0,24,3123.0133333333333,6.168398999254567,5,2.390027300135317,17.679336977063414,0.17696980501733067,1.6556130080911746,0.04166666666666666,0.01056671761461153,1,65,65,7,3.1,593.1908566,6,0.805,0.938,0.941,0,4.619,37.143,0.095,0,1.7261537121300612,-0.5336083782779377,-0.4775545607005522
BC12,SE,reduced,May,0,19,2614.365,5.436651469450858,4,2.030878265728939,17.817448514465823,0.32920371291913125,2.273372080791295,0,0,1,40,40,2,6,593.1908566,6,0.805,0.938,0.941,0,4.619,37.143,0.095,0,1.7261537121300612,-0.5336083782779377,-0.4775545607005522
BC12,NW,reduced,July,1,18,1007.9083333333332,5.907978592900071,4,1.3582588132037596,16.69195169100361,0.1992552037128788,1.8318391922979849,0,0,1,60,60,7,3.1,593.1908566,6,0.805,0.938,0.941,0,4.619,37.143,0.095,0,1.7261537121300612,-0.5336083782779377,-0.4775545607005522
BC12,SE,reduced,July,1,16,634.9133333333333,3.8723875524962192,3,2.057036305599037,8.77152318084776,0.2995774653104144,2.1181598341803074,0,0,0,20,20,2,6,593.1908566,6,0.805,0.938,0.941,0,4.619,37.143,0.095,0,1.7261537121300612,-0.5336083782779377,-0.4775545607005522
BC12,NW,reduced,September,1,20,1086.62,6.90864826540096,4,1.332575323670684,8.767095549874757,0.12305837462043975,2.0186070735418262,0.05,0.00368113968084519,1,60,60,7,3.1,593.1908566,6,0.805,0.938,0.941,0,4.619,37.143,0.095,0,1.7261537121300612,-0.5336083782779377,-0.4775545607005522
BC12,SE,reduced,September,1,14,856.2033333333333,5.294770802431068,3,2.1682644668337985,8.77152318084776,0.32301406506432384,2.337632536596996,0,0,1,20,20,2,6,593.1908566,6,0.805,0.938,0.941,0,4.619,37.143,0.095,0,1.7261537121300612,-0.5336083782779377,-0.4775545607005522
BC13,NW,regular,March,0,20,142.3542857142857,4.039914008908885,3,2.0000162835438107,8.426912014557708,0.08402799838969899,2.356589091905988,0.05,7.024727039177907e-5,2,15,15,0,8.3,1689.750962,9,0.81,0.888,0.889,0,5.89,35.268,0.104,0,1.9300710850255671,1.5813496039494832,-0.0920845117045908
BC13,SE,regular,March,0,18,127.44666666666669,3.2110451727702873,3,1.9150889922505303,8.42691201455771,0.10910306940832418,2.119457705177718,0,0,5,25,25,0,6.5,1689.750962,9,0.81,0.888,0.889,0,5.89,35.268,0.104,0,1.9300710850255671,1.5813496039494832,-0.0920845117045908
BC13,NW,regular,May,0,23,975.9916666666668,7.811451241914816,4,2.9573393423784173,8.42691201455771,0.10863340142209658,2.4955555645595937,0.04347826086956521,7.684491841631161e-4,5,18,18,0,8.3,1689.750962,9,0.81,0.888,0.889,0,5.89,35.268,0.104,0,1.9300710850255671,1.5813496039494832,-0.0920845117045908
BC13,SE,regular,May,0,21,1027.3166666666666,7.451788963007883,4,2.367448172063737,8.426912014557706,0.1880624793268761,2.0154749359035864,0,0,10,25,25,0,6.5,1689.750962,9,0.81,0.888,0.889,0,5.89,35.268,0.104,0,1.9300710850255671,1.5813496039494832,-0.0920845117045908
BC13,NW,regular,July,1,19,459.9746666666666,3.9225763091505303,5,1.7057678717463436,7.085336332568495,0.13594681066756667,1.697151612195776,0,0,5,18,18,0,8.3,1689.750962,9,0.81,0.888,0.889,0,5.89,35.268,0.104,0,1.9300710850255671,1.5813496039494832,-0.0920845117045908
BC13,SE,regular,July,1,18,289.26666666666665,5.8264030825934,5,2.7468822784497076,7.085336332568495,0.14094980349911493,1.2691863974736997,0,0,10,25,25,0,6.5,1689.750962,9,0.81,0.888,0.889,0,5.89,35.268,0.104,0,1.9300710850255671,1.5813496039494832,-0.0920845117045908
BC13,NW,regular,September,3,21,425.1583333333333,5.985658362563298,4,1.6590253066389715,9.088120625912858,0.19032896793028917,1.8530496375037435,0,0,10,20,20,0,8.3,1689.750962,9,0.81,0.888,0.889,0,5.89,35.268,0.104,0,1.9300710850255671,1.5813496039494832,-0.0920845117045908
BC13,SE,regular,September,3,24,286.69166666666666,8.607983623336743,4,1.2134669418996342,9.088120625912858,0.1846314016489319,1.8708737746880568,0,0,5,22,22,0,6.5,1689.750962,9,0.81,0.888,0.889,0,5.89,35.268,0.104,0,1.9300710850255671,1.5813496039494832,-0.0920845117045908
BC14,NW,regular,March,0,18,197.94883333333337,3.362371683071267,3,1.1579245449449815,14.999267359636036,0.1492900322361379,1.5486770069420093,0.05555555555555555,0.00269429894762367,10,20,20,3,3.2,712.7115454,10,0.861,0.959,0.961,1.191,25.729,31.073,0.08,0.7843580606133295,3.285749118302491,-0.303086372622196,-1.1200046423604881
BC14,SE,regular,March,0,22,91.47216666666668,4.279574926429981,3,1.2507788213326014,18.541935525920277,0.1529855197583484,1.8499582459696624,0.09090909090909093,0.00593987606430371,1,5,5,8,4.3,712.7115454,10,0.861,0.959,0.961,1.191,25.729,31.073,0.08,0.7843580606133295,3.285749118302491,-0.303086372622196,-1.1200046423604881
BC14,NW,regular,May,0,21,1540.2854166666668,6.78135420446103,4,1.309247921124012,16.124764183098122,0.19157887777457192,2.2273394631246033,0,0,10,16,16,3,3.2,712.7115454,10,0.861,0.959,0.961,1.191,25.729,31.073,0.08,0.7843580606133295,3.285749118302491,-0.303086372622196,-1.1200046423604881
BC14,SE,regular,May,0,21,1199.1583333333333,6.088222782159103,4,1.2481286688248905,19.634790711702248,0.21749590851378311,2.1141235071825943,0,0,1,5,5,8,4.3,712.7115454,10,0.861,0.959,0.961,1.191,25.729,31.073,0.08,0.7843580606133295,3.285749118302491,-0.303086372622196,-1.1200046423604881
BC14,NW,regular,July,1,16,535.6133333333333,5.106339355307259,4,2.203542266148711,8.407753555278733,0.23880668438868533,1.7044723616454691,0,0,3,15,15,3,3.2,712.7115454,10,0.861,0.959,0.961,1.191,25.729,31.073,0.08,0.7843580606133295,3.285749118302491,-0.303086372622196,-1.1200046423604881
BC14,SE,regular,July,1,19,337.18,6.626238408804097,4,2.897205390239683,19.634790711702248,0.18963904154112768,1.999017762336767,0,0,1,7,7,8,4.3,712.7115454,10,0.861,0.959,0.961,1.191,25.729,31.073,0.08,0.7843580606133295,3.285749118302491,-0.303086372622196,-1.1200046423604881
BC14,NW,regular,September,3,17,425.9,4.860887228030886,4,1.8942495590100292,8.407753555278738,0.25597819387442283,1.891506003859591,0,0,4,25,25,3,3.2,712.7115454,10,0.861,0.959,0.961,1.191,25.729,31.073,0.08,0.7843580606133295,3.285749118302491,-0.303086372622196,-1.1200046423604881
BC14,SE,regular,September,3,18,364.1333333333333,5.7730142725629525,4,2.6573269293310164,8.426912014557704,0.16968105564120367,2.096088072818421,0,0,1,23,23,8,4.3,712.7115454,10,0.861,0.959,0.961,1.191,25.729,31.073,0.08,0.7843580606133295,3.285749118302491,-0.303086372622196,-1.1200046423604881
BC15,NW,reduced,March,0,17,124.32,4.185825463325529,3,1.0598103402878902,8.426912014557704,0.26666666666666666,1.2043655956317345,0.0588235294117647,8.043758043758043e-5,8,20,20,0,3.2,615.5339933,11,0.843,0.924,0.925,2.337,38.931,29.439,0.069,1.205072199769237,3.6871529645882353,-0.4905147119308239,-1.591134702244441
BC15,SE,reduced,March,0,19,249.31666666666663,3.818405198616344,3,1.4827585737303772,17.6793369770633,0.06335536975114386,1.0785777889725876,0.05263157894736842,4.010963299685808e-5,20,15,15,0,6.1,615.5339933,11,0.843,0.924,0.925,2.337,38.931,29.439,0.069,1.205072199769237,3.6871529645882353,-0.4905147119308239,-1.591134702244441
BC15,NW,reduced,May,0,20,776.4966666666667,6.102015237771363,3,2.0548810644321693,9.4187249315904,0.27777777777777773,1.7479839664931378,0,0,15,20,20,0,3.2,615.5339933,11,0.843,0.924,0.925,2.337,38.931,29.439,0.069,1.205072199769237,3.6871529645882353,-0.4905147119308239,-1.591134702244441
BC15,SE,reduced,May,0,18,730.35,6.894822059941181,3,2.170144190961945,9.4187249315904,0.31249999999999994,1.527839138195896,0,0,25,20,20,0,6.1,615.5339933,11,0.843,0.924,0.925,2.337,38.931,29.439,0.069,1.205072199769237,3.6871529645882353,-0.4905147119308239,-1.591134702244441
BC15,NW,reduced,July,1,15,1211.1883333333335,3.3335093408362897,4,1.899752401991475,9.088120625912838,0.0719168129683819,1.5003878192593976,0,0,10,30,30,0,3.2,615.5339933,11,0.843,0.924,0.925,2.337,38.931,29.439,0.069,1.205072199769237,3.6871529645882353,-0.4905147119308239,-1.591134702244441
BC15,SE,reduced,July,1,17,1090.3866666666668,6.170602978526389,4,1.6180452163499557,8.426912014557702,0.26666666666666666,1.921526937184036,0,0,15,20,20,0,6.1,615.5339933,11,0.843,0.924,0.925,2.337,38.931,29.439,0.069,1.205072199769237,3.6871529645882353,-0.4905147119308239,-1.591134702244441
BC15,NW,reduced,September,2,14,381.375,3.0232558139534884,3,2.8036032268068367,7.085336332568495,0.25,1.833028956854848,0,0,20,30,30,0,3.2,615.5339933,11,0.843,0.924,0.925,2.337,38.931,29.439,0.069,1.205072199769237,3.6871529645882353,-0.4905147119308239,-1.591134702244441
BC15,SE,reduced,September,2,18,469.2833333333333,7.429275778750084,3,2.2706294981015507,8.426912014557702,0.25,2.039477719225188,0,0,15,25,25,0,6.1,615.5339933,11,0.843,0.924,0.925,2.337,38.931,29.439,0.069,1.205072199769237,3.6871529645882353,-0.4905147119308239,-1.591134702244441
BC16,NW,regular,March,0,19,323.52333333333337,3.4651349553523465,3,1.116467233561703,11.988738640120914,0.07245970776264356,0.8145886759661953,0.15789473684210523,0.05262886757266348,0,30,30,0,3.9,414.8331526,9,0.744,0.84,0.842,2.354,35.599,29.759,0.077,1.210153663401017,3.6000209176296853,-0.8776105427821393,-1.2484946586924754
BC16,SE,regular,March,0,23,234.94333333333333,5.542535409518783,3,1.058094458837097,12.328922175437972,0.05814630151822152,1.4671738944816608,0.13043478260869565,0.03355419037214648,0,15,15,4,3.8,414.8331526,9,0.744,0.84,0.842,2.354,35.599,29.759,0.077,1.210153663401017,3.6000209176296853,-0.8776105427821393,-1.2484946586924754
BC16,NW,regular,May,0,18,1595.6944444444443,6.805370768929759,3,2.0233130621003923,10.628004498852729,0.2223537049781524,1.409015161706794,0,0,0,30,30,0,3.9,414.8331526,9,0.744,0.84,0.842,2.354,35.599,29.759,0.077,1.210153663401017,3.6000209176296853,-0.8776105427821393,-1.2484946586924754
BC16,SE,regular,May,0,21,1816.4666666666667,7.725228427276037,3,2.2138011094960355,11.988738640120914,0.2001937958279686,2.0651455517569266,0.09523809523809525,0.00642272543766286,0,15,15,4,3.8,414.8331526,9,0.744,0.84,0.842,2.354,35.599,29.759,0.077,1.210153663401017,3.6000209176296853,-0.8776105427821393,-1.2484946586924754
BC16,NW,regular,July,1,18,1493.7713333333334,5.708791211914151,4,2.1633189943434306,10.628004498852729,0.17250990436275696,1.6799601734885423,0.05555555555555555,0.00133889301218348,1,18,18,0,3.9,414.8331526,9,0.744,0.84,0.842,2.354,35.599,29.759,0.077,1.210153663401017,3.6000209176296853,-0.8776105427821393,-1.2484946586924754
BC16,SE,regular,July,1,15,1747.6166666666666,6.483102265732627,4,2.1045220907654274,11.988738640120916,0.2595995014038277,2.094239496781873,0.06666666666666667,0.0267030336553592,0.1,7,7,4,3.8,414.8331526,9,0.744,0.84,0.842,2.354,35.599,29.759,0.077,1.210153663401017,3.6000209176296853,-0.8776105427821393,-1.2484946586924754
BC16,NW,regular,September,3,24,560.8208333333333,7.777205287728681,4,1.1006964279658378,11.988738640120914,0.11274830087994513,2.021323036347954,0.08333333333333333,0.00625868332875175,2,23,23,0,3.9,414.8331526,9,0.744,0.84,0.842,2.354,35.599,29.759,0.077,1.210153663401017,3.6000209176296853,-0.8776105427821393,-1.2484946586924754
BC16,SE,regular,September,3,21,757.0916666666667,7.865231449438551,4,1.1744663707884602,11.988738640120916,0.24390918957858737,2.361881327737612,0.04761904761904761,0.0105667521546268,5,20,20,4,3.8,414.8331526,9,0.744,0.84,0.842,2.354,35.599,29.759,0.077,1.210153663401017,3.6000209176296853,-0.8776105427821393,-1.2484946586924754
BC17,N,reduced & sowing,March,0,35,483.231,5.480755106753165,3,1.2523346739310357,20.722972671304888,0.12643782109602666,2.064653571493779,0.05714285714285714,0.20073215501488936,10,8,8,4,2.2,237.3214172,13,0.703,0.863,0.866,2.354,30.801,31.411,0.082,1.210153663401017,3.4594977358325796,-1.2199810702839797,-1.0343446314724967
BC17,S,reduced & sowing,March,0,35,450.57,12.721606480261537,3,1.2351966389814018,15.150530924471015,0.19236286196575184,1.923360963305906,0.02857142857142857,0.0019974698714961,20,15,15,10,4,237.3214172,13,0.703,0.863,0.866,2.354,30.801,31.411,0.082,1.210153663401017,3.4594977358325796,-1.2199810702839797,-1.0343446314724967
BC17,N,reduced & sowing,May,0,31,1079.7166666666667,6.245164939463992,6,2.19740743713064,20.72297267130477,0.09898733387991858,2.1225392365412254,0.06451612903225806,0.25546825556087244,10,5,5,4,2.2,237.3214172,13,0.703,0.863,0.866,2.354,30.801,31.411,0.082,1.210153663401017,3.4594977358325796,-1.2199810702839797,-1.0343446314724967
BC17,S,reduced & sowing,May,0,34,2087.4666666666667,14.088242107127774,6,2.9338710796890064,22.66694810280336,0.12980561445638594,1.4715555287706092,0,0,20,15,15,10,4,237.3214172,13,0.703,0.863,0.866,2.354,30.801,31.411,0.082,1.210153663401017,3.4594977358325796,-1.2199810702839797,-1.0343446314724967
BC17,N,reduced & sowing,July,1,25,1222.006666666667,6.715558995866056,5,1.785012159283897,7.439526728498019,0.13043478260869565,2.0687798150350063,0.08,0.09015226321733108,10,30,20,4,2.2,237.3214172,13,0.703,0.863,0.866,2.354,30.801,31.411,0.082,1.210153663401017,3.4594977358325796,-1.2199810702839797,-1.0343446314724967
BC17,S,reduced & sowing,July,1,30,1203.7133333333334,13.029683342641864,5,2.538355790605099,22.66694810280336,0.16630421621394412,1.720703162873501,0,0,5,6,25,10,4,237.3214172,13,0.703,0.863,0.866,2.354,30.801,31.411,0.082,1.210153663401017,3.4594977358325796,-1.2199810702839797,-1.0343446314724967
BC17,N,reduced & sowing,September,2,29,1248.6916666666666,5.938691930287348,4,2.865508359629908,13.986717182450978,0.0631863737700669,2.060202336462525,0.06896551724137931,0.04618167014808833,3,25,15,4,2.2,237.3214172,13,0.703,0.863,0.866,2.354,30.801,31.411,0.082,1.210153663401017,3.4594977358325796,-1.2199810702839797,-1.0343446314724967
BC17,S,reduced & sowing,September,2,32,1512.425,13.602492265044573,4,3.1687226765980916,14.504908113772707,0.1636368524082207,1.824038593578991,0.03125,0.02424362640571708,2,26,20,10,4,237.3214172,13,0.703,0.863,0.866,2.354,30.801,31.411,0.082,1.210153663401017,3.4594977358325796,-1.2199810702839797,-1.0343446314724967
BC18,NW,reduced,March,0,17,109.411,4.522821928067071,3,1.0036826690188547,8.42691201455771,0.16553764679771124,1.303799614957863,0.0588235294117647,9.139848826900404e-4,2,30,30,4,2.9,714.622758,10,0.814,0.93,0.932,2.354,29.482,31.701,0.083,1.210153663401017,3.417136345463658,-0.29940017765285676,-0.9915146260285009
BC18,SE,reduced,March,0,16,104.635,3.02493529168436,3,1.0327649472196774,14.999267359636017,0.1638712476495034,1.8370327108758808,0,0,1,5,5,2,3.5,714.622758,10,0.814,0.93,0.932,2.354,29.482,31.701,0.083,1.210153663401017,3.417136345463658,-0.29940017765285676,-0.9915146260285009
BC18,NW,reduced,May,0,19,1236.6833333333334,6.40891156603111,5,1.861093305774131,14.999267359636113,0.09576156077270352,1.643315102500075,0.05263157894736842,0.5781593239983288,1,35,35,4,2.9,714.622758,10,0.814,0.93,0.932,2.354,29.482,31.701,0.083,1.210153663401017,3.417136345463658,-0.29940017765285676,-0.9915146260285009
BC18,SE,reduced,May,0,18,393.7176666666667,4.051034081313096,5,1.623570415861474,14.999267359636017,0.18440631922050676,2.0533498704862914,0,0,0,3,3,2,3.5,714.622758,10,0.814,0.93,0.932,2.354,29.482,31.701,0.083,1.210153663401017,3.417136345463658,-0.29940017765285676,-0.9915146260285009
BC18,NW,reduced,July,1,22,1685.6643333333334,7.257818857281172,4,2.2481501363718666,19.412139692665846,0.2875864804324791,2.1463389946430453,0.04545454545454545,7.118855019178394e-4,1,45,10,4,2.9,714.622758,10,0.814,0.93,0.932,2.354,29.482,31.701,0.083,1.210153663401017,3.417136345463658,-0.29940017765285676,-0.9915146260285009
BC18,SE,reduced,July,1,16,991.3513333333332,4.899178453993517,5,2.345287575601166,14.999267359636116,0.1557108901133319,2.0834954310511447,0,0,2,14,6,2,3.5,714.622758,10,0.814,0.93,0.932,2.354,29.482,31.701,0.083,1.210153663401017,3.417136345463658,-0.29940017765285676,-0.9915146260285009
BC18,NW,reduced,September,2,23,1374.253333333333,6.745302313255602,5,2.6884274835533093,19.412139692665846,0.16932827191687808,2.237893611954274,0.04347826086956521,9.0958484122287e-4,1,18,18,4,2.9,714.622758,10,0.814,0.93,0.932,2.354,29.482,31.701,0.083,1.210153663401017,3.417136345463658,-0.29940017765285676,-0.9915146260285009
BC18,SE,reduced,September,2,20,740.345,3.014012792139926,5,2.917849107764895,14.999267359636116,0.2222222222222222,1.8264889316784363,0.05,0.01727798076122168,0,22,22,2,3.5,714.622758,10,0.814,0.93,0.932,2.354,29.482,31.701,0.083,1.210153663401017,3.417136345463658,-0.29940017765285676,-0.9915146260285009
BC19,NW,regular,March,0,16,103.85,4.999531359837539,2,1.4680062497729007,3.5566750268967273,0.2142857142857143,1.6833700399649123,0,0,2,10,10,6,23,581.132051,5,0.64,0.746,0.747,2.354,24.06,32.036,0.086,1.210153663401017,3.221272949467922,-0.5568664441461514,-0.8630246096965142
BC19,SE,regular,March,0,14,101.73333333333332,6.445797807551767,3,1.349367584263368,6.558830768804469,0.25,1.8562214428557628,0,0,1,5,5,1,23.7,581.132051,5,0.64,0.746,0.747,2.354,24.06,32.036,0.086,1.210153663401017,3.221272949467922,-0.5568664441461514,-0.8630246096965142
BC19,NW,regular,May,0,20,1658.5666666666666,8.090797519593488,4,1.686308131670809,9.936537742870849,0.2222222222222222,1.825032283953455,0,0,1,3,3,6,23,581.132051,5,0.64,0.746,0.747,2.354,24.06,32.036,0.086,1.210153663401017,3.221272949467922,-0.5568664441461514,-0.8630246096965142
BC19,SE,regular,May,0,16,2129.8333333333335,7.072663492858932,4,1.7588960490162733,6.558830768804469,0.2142857142857143,1.7065328892871163,0,0,2,2,2,1,23.7,581.132051,5,0.64,0.746,0.747,2.354,24.06,32.036,0.086,1.210153663401017,3.221272949467922,-0.5568664441461514,-0.8630246096965142
BC19,NW,regular,July,1,19,608.2666666666667,5.680541386111678,4,2.5819492140556677,3.5566750268967273,0.1459676211898217,1.7708547690539185,0,0,0,3,3,6,23,581.132051,5,0.64,0.746,0.747,2.354,24.06,32.036,0.086,1.210153663401017,3.221272949467922,-0.5568664441461514,-0.8630246096965142
BC19,SE,regular,July,1,14,435.48333333333335,5.8505514705882335,4,3.0161552734736583,3.5566750268967273,0.19862104662662736,1.7884804434705173,0,0,2,4,4,1,23.7,581.132051,5,0.64,0.746,0.747,2.354,24.06,32.036,0.086,1.210153663401017,3.221272949467922,-0.5568664441461514,-0.8630246096965142
BC19,NW,regular,September,3,18,589.0266666666666,7.642041318470316,4,1.1976967647406374,4.563218772235388,0.11467271642839076,1.8467862312355952,0,0,2,5,5,6,23,581.132051,5,0.64,0.746,0.747,2.354,24.06,32.036,0.086,1.210153663401017,3.221272949467922,-0.5568664441461514,-0.8630246096965142
BC19,SE,regular,September,3,14,496.48333333333335,7.91017499497141,4,1.836205750463956,3.5566750268967273,0.17187990389586813,1.862453359365228,0,0,2,6,6,1,23.7,581.132051,5,0.64,0.746,0.747,2.354,24.06,32.036,0.086,1.210153663401017,3.221272949467922,-0.5568664441461514,-0.8630246096965142
BC20,NW,regular,March,0,26,312.3666666666667,9.524497253225285,3,1.6593869339902532,20.9092198405578,0.15034886876130357,1.6641397435004353,0.1153846153846154,0.05794472308184826,3,20,20,0,7.3,880.6877397,9,0.784,0.913,0.916,2.354,19.832,33.459,0.094,1.210153663401017,3.0364902660261586,0.020892761042690916,-0.520384566144548
BC20,SE,regular,March,0,24,491.37333333333333,6.598951708936082,3,1.9775544381917152,17.6793369770634,0.11363279605748663,1.2405037746794771,0.16666666666666666,0.00923941063142756,4,30,30,0,8.7,880.6877397,9,0.784,0.913,0.916,2.354,19.832,33.459,0.094,1.210153663401017,3.0364902660261586,0.020892761042690916,-0.520384566144548
BC20,NW,regular,May,0,27,1507.0333333333333,5.981603714161449,5,2.525850309515886,22.366660426088583,0.17693274884128027,2.589587305349063,0,0,3,30,30,0,7.3,880.6877397,9,0.784,0.913,0.916,2.354,19.832,33.459,0.094,1.210153663401017,3.0364902660261586,0.020892761042690916,-0.520384566144548
BC20,SE,regular,May,0,24,1210.3033333333333,8.353039448528206,5,2.507935229451765,17.679336977063393,0.1606650207113061,2.026187304558389,0.04166666666666666,8.262391521684647e-6,10,35,35,0,8.7,880.6877397,9,0.784,0.913,0.916,2.354,19.832,33.459,0.094,1.210153663401017,3.0364902660261586,0.020892761042690916,-0.520384566144548
BC20,NW,regular,July,1,20,298.33,7.291368039608865,4,2.060436616853328,17.161146045741557,0.06810437695623088,1.6317914699982443,0,0,2,15,15,0,7.3,880.6877397,9,0.784,0.913,0.916,2.354,19.832,33.459,0.094,1.210153663401017,3.0364902660261586,0.020892761042690916,-0.520384566144548
BC20,SE,regular,July,1,18,498.71,6.859541690433176,5,2.8716584786593073,8.426912014557704,0.25,2.0402000255342694,0,0,15,20,20,0,8.7,880.6877397,9,0.784,0.913,0.916,2.354,19.832,33.459,0.094,1.210153663401017,3.0364902660261586,0.020892761042690916,-0.520384566144548
BC20,NW,regular,September,3,22,534.2433333333333,6.567116855022308,4,1.331478805549884,11.988738640120916,0.12841941623924508,1.712868863614488,0,0,3,35,35,0,7.3,880.6877397,9,0.784,0.913,0.916,2.354,19.832,33.459,0.094,1.210153663401017,3.0364902660261586,0.020892761042690916,-0.520384566144548
BC20,SE,regular,September,3,22,639.8,6.774432660508609,4,1.6727687195200474,8.426912014557704,0.07143662688447318,1.8419734982636928,0,0,7,17,17,0,8.7,880.6877397,9,0.784,0.913,0.916,2.354,19.832,33.459,0.094,1.210153663401017,3.0364902660261586,0.020892761042690916,-0.520384566144548
