PlotNo,Subplot,Month,Layer,Taxon,EuroMed,cover,height,Biomass,Seedling,Juvenile,FlowerBud,Flowering,Fruiting,PostFruiting,Vegetative,MowFreq,n_mow_events_befre_sampling,status,functional_group,lifespan_annual,lifespan_biennialOrShortLived,lifespan_perennial,raunkiaer_phanerophyte,raunkiaer_chamaephyte,raunkiaer_hemicryptophyte,raunkiaer_geophyte,raunkiaer_hydrophyte,raunkiaer_therophyte,lifeform_tree,lifeform_shrub,lifeform_semishrub,lifeform_herbPoli,lifeform_herbMono,lifeform_epiphyte,lifeform_lianaWoody,lifeform_lianaHerb,Disturbance.Severity,Disturbance.Frequency,Mowing.Frequency,Grazing.Pressure,Soil.Disturbance,Neophyte,Endangered,phen_sum,Annuals,ShortLived,Perennials,Neophytes,Endangereds
BC06,NW,September,H,Plantago media,Plantago media,30,6.333333333333333,190,0,0,0,95,95,0,0,regular,3,NotEndangered,other_forb,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0.50921,1.42877,0.99748,0.27738,0.22481,0,0,2,0,0,190,0,0
BC06,NW,September,H,Poa pratensis,Poa pratensis,0.5,11.666666666666666,5.833333333333333,0,0,0,0,0,0,5.833333333333333,regular,3,NotEndangered,graminoid,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0.52904,1.11642,0.74801,0.282,0.30199,0,0,1,0,0,5.833333333333333,0,0
BC06,NW,September,H,Potentilla reptans,Potentilla reptans,4,4,16,0,0,0,0,0,0,16,regular,3,NotEndangered,other_forb,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0.54634,1.30759,0.79671,0.26499,0.28358,0,0,1,0,0,16,0,0
BC06,NW,September,H,Taraxacum,Taraxacum,1,5.333333333333333,5.333333333333333,0,0,0,0,0,5.333333333333333,0,regular,3,NotEndangered,other_forb,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0.58586,1.09148,0.73778,0.26697,0.37503,0,0,1,0,0,5.333333333333333,0,0
BC06,NW,September,H,Trifolium pratensis,Trifolium pratense,1,8.333333333333334,8.333333333333334,0,0,0,4.166666666666667,4.166666666666667,0,0,regular,3,NotEndangered,legume,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0.51602,1.37487,0.89491,0.26179,0.32262,0,0,2,0,0,8.333333333333334,0,0
BC06,NW,September,H,Trifolium repens,Trifolium repens,6,5.666666666666667,34,0,0,0,17,17,0,0,regular,3,NotEndangered,legume,0,0,1,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0.53223,1.73719,0.94278,0.39374,0.35054,0,0,2,0,0,34,0,0
BC06,NW,September,H,Veronica arvensis,Veronica arvensis,0.5,1,0.5,0.5,0,0,0,0,0,0,regular,3,NotEndangered,other_forb,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0.64871,1.70759,0.56937,0.21649,0.54803,0,0,1,0.5,0,0,0,0
BC06,NW,September,H,Vicia sativa,Vicia sativa,1,6.666666666666667,6.666666666666667,0,0,0,0,0,0,6.666666666666667,regular,3,NotEndangered,legume,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0.65326,1.32492,0.60133,0.19748,0.49592,0,0,1,6.666666666666667,0,0,0,0
BC06,SE,September,H,Agrostis capillaris,Agrostis capillaris,5,8.333333333333334,41.66666666666667,0,0,0,0,0,0,41.66666666666667,regular,3,NotEndangered,graminoid,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0.52099,0.86379,0.57578,0.29897,0.2949,0,0,1,0,0,41.66666666666667,0,0
BC06,SE,September,H,Arenaria serpyllifolia,Arenaria serpyllifolia,3,2.6666666666666665,8,0,0,0,0,0,0,8,regular,3,NotEndangered,other_forb,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0.59253,1.48069,0.44486,0.27236,0.42509,0,0,1,8,0,0,0,0
BC06,SE,September,H,Cerastium glutinosum,Cerastium pumilum subsp. glutinosum,0.01,1.3333333333333333,0.01333333333333333,0.01333333333333333,0,0,0,0,0,0,regular,3,NotEndangered,other_forb,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0.52614,1.55739,0.39075,0.35258,0.30733,0,0,1,0.01333333333333333,0,0,0,0
BC06,SE,September,H,Convolvulus arvensis,Convolvulus arvensis,0.5,5,2.5,0,0,0,0,0,0,2.5,regular,3,NotEndangered,other_forb,0,0,1,0,0,1,1,0,0,0,0,0,1,0,0,0,1,0.69239,1.55406,0.70954,0.18169,0.49207,0,0,1,0,0,2.5,0,0
BC06,SE,September,H,Dactylis glomerata,Dactylis glomerata,3,15.333333333333334,46,0,0,0,0,0,0,46,regular,3,NotEndangered,graminoid,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0.56899,0.64817,0.49671,0.22558,0.25973,0,0,1,0,0,46,0,0
BC06,SE,September,H,Echium vulgare,Echium vulgare,4,6.333333333333333,25.333333333333332,0,0,0,0,0,0,25.333333333333332,regular,3,NotEndangered,other_forb,0,1,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0.57633,1.44489,0.579,0.25616,0.27657,0,0,1,0,25.333333333333332,25.333333333333332,0,0
BC06,SE,September,H,Festuca ovina,Festuca ovina,10,9.666666666666666,96.66666666666666,0,0,0,0,0,0,96.66666666666666,regular,3,NotEndangered,graminoid,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0.52087,0.57174,0.29247,0.27496,0.19646,0,0,1,0,0,96.66666666666666,0,0
BC06,SE,September,H,Festuca pratensis,Schedonorus pratensis,0.5,10.833333333333332,5.416666666666666,0,0,0,0,0,0,5.416666666666666,regular,3,NotEndangered,graminoid,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0.5177,1.76795,1.30418,0.27207,0.32663,0,0,1,0,0,5.416666666666666,0,0
BC06,SE,September,H,Festuca rubra,Festuca rubra,40,9.666666666666666,386.66666666666663,0,0,0,0,0,0,386.66666666666663,regular,3,NotEndangered,graminoid,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0.49144,1.23162,0.61897,0.28728,0.29737,0,0,1,0,0,386.66666666666663,0,0
BC06,SE,September,H,Geranium molle,Geranium molle,4,4.666666666666667,18.666666666666668,0,0,0,9.333333333333334,9.333333333333334,0,0,regular,3,NotEndangered,other_forb,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0.62987,1.27995,0.6275,0.3036,0.42608,0,0,2,18.666666666666668,0,0,0,0
BC06,SE,September,H,Hypochaeris radicata,Hypochaeris radicata,2,2,4,0,0,0,0,0,0,4,regular,3,NotEndangered,other_forb,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0.48868,1.4426,0.7278,0.33931,0.35628,0,0,1,0,0,4,0,0
BC06,SE,September,H,Lolium perenne,Lolium perenne,10,7.333333333333333,73.33333333333333,0,0,0,0,0,0,73.33333333333333,regular,3,NotEndangered,graminoid,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0.56333,1.72195,1.07172,0.43309,0.38415,0,0,1,0,0,73.33333333333333,0,0
BC06,SE,September,H,Medicago lupulina,Medicago lupulina,0.5,4.333333333333333,2.1666666666666665,0,0,0,2.1666666666666665,0,0,0,regular,3,NotEndangered,legume,1,1,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0.58728,1.34601,0.82357,0.23743,0.34603,0,0,1,2.1666666666666665,2.1666666666666665,0,0,0
BC06,SE,September,H,Plantago lanceolata,Plantago lanceolata,25,4.333333333333333,108.33333333333331,0,0,0,54.16666666666666,54.16666666666666,0,0,regular,3,NotEndangered,other_forb,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0.52518,1.61045,0.96495,0.27897,0.32911,0,0,2,0,0,108.33333333333331,0,0
BC06,SE,September,H,Plantago media,Plantago media,3,6.333333333333333,19,0,0,0,9.5,9.5,0,0,regular,3,NotEndangered,other_forb,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0.50921,1.42877,0.99748,0.27738,0.22481,0,0,2,0,0,19,0,0
BC06,SE,September,H,Poa pratensis,Poa pratensis,1,11.666666666666666,11.666666666666666,0,0,0,0,0,0,11.666666666666666,regular,3,NotEndangered,graminoid,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0.52904,1.11642,0.74801,0.282,0.30199,0,0,1,0,0,11.666666666666666,0,0
BC06,SE,September,H,Potentilla reptans,Potentilla reptans,15,4,60,0,0,0,0,0,0,60,regular,3,NotEndangered,other_forb,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0.54634,1.30759,0.79671,0.26499,0.28358,0,0,1,0,0,60,0,0
BC06,SE,September,H,Stellaria media,Stellaria media,0.001,1,0.001,0.001,0,0,0,0,0,0,regular,3,NotEndangered,other_forb,1,1,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0.70945,0.80583,0.43958,0.26577,0.51423,0,0,1,0.001,0.001,0,0,0
BC06,SE,September,H,Trifolium dubium,Trifolium dubium,0.5,1,0.5,0,0,0,0,0,0,0.5,regular,3,NotEndangered,legume,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0.50969,1.97957,1.1694,0.28385,0.36995,0,0,1,0.5,0,0,0,0
BC06,SE,September,H,Trifolium pratensis,Trifolium pratense,1,8.333333333333334,8.333333333333334,0,0,0,4.166666666666667,4.166666666666667,0,0,regular,3,NotEndangered,legume,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0.51602,1.37487,0.89491,0.26179,0.32262,0,0,2,0,0,8.333333333333334,0,0
BC06,SE,September,H,Trifolium repens,Trifolium repens,1,5.666666666666667,5.666666666666667,0,0,0,2.8333333333333335,2.8333333333333335,0,0,regular,3,NotEndangered,legume,0,0,1,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0.53223,1.73719,0.94278,0.39374,0.35054,0,0,2,0,0,5.666666666666667,0,0
BC06,SE,September,H,Veronica arvensis,Veronica arvensis,0.01,1,0.01,0.01,0,0,0,0,0,0,regular,3,NotEndangered,other_forb,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0.64871,1.70759,0.56937,0.21649,0.54803,0,0,1,0.01,0,0,0,0
BC06,SE,September,H,Vicia sativa,Vicia sativa,1,6.666666666666667,6.666666666666667,0,0,0,0,0,0,6.666666666666667,regular,3,NotEndangered,legume,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0.65326,1.32492,0.60133,0.19748,0.49592,0,0,1,6.666666666666667,0,0,0,0
BC07,N,March,H,Arenaria serpyllifolia,Arenaria serpyllifolia,4,2.3333333333333335,9.333333333333334,0,0,0,0,0,0,9.333333333333334,reduced,0,NotEndangered,other_forb,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0.59253,1.48069,0.44486,0.27236,0.42509,0,0,1,9.333333333333334,0,0,0,0
BC07,N,March,H,Artemisia campestris,Artemisia campestris,0.1,3.3333333333333335,0.33333333333333337,0,0,0,0,0,0,0.33333333333333337,reduced,0,NotEndangered,other_forb,0,0,1,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0.47826,1.33588,0.47111,0.29285,0.28174,0,0,1,0,0,0.33333333333333337,0,0
BC07,N,March,H,Berteroa incana,Berteroa incana,7,2.6666666666666665,18.666666666666664,0,0,0,0,0,0,18.666666666666664,reduced,0,Neophyte,other_forb,1,1,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0.6477,1.25863,0.75992,0.21418,0.32156,1,0,1,18.666666666666664,18.666666666666664,0,18.666666666666664,0
BC07,N,March,H,Bromus mollis,Bromus hordeaceus,0.5,7.666666666666667,3.8333333333333335,0,0,0,0,0,0,3.8333333333333335,reduced,0,NotEndangered,graminoid,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0.55139,1.75426,0.95232000000000006,0.27891,0.39876,0,0,1,3.8333333333333335,0,0,0,0
BC07,N,March,H,Cardamine hirsuta,Cardamine hirsuta,0.01,1,0.01,0,0,0,0,0,0,0.01,reduced,0,Neophyte,other_forb,1,1,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0.59769,0.64594,0.28825,0.22901,0.32316,1,0,1,0.01,0.01,0,0.01,0
BC07,N,March,H,Cerastium semidecandrum,Cerastium semidecandrum,12,1,12,0,0,12,0,0,0,0,reduced,0,NotEndangered,other_forb,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0.46249,1.39189,0.38437,0.30571,0.38883,0,0,1,12,0,0,0,0
BC07,N,March,H,Draba verna,Draba verna,3,1,3,0,0,0,3,0,0,0,reduced,0,NotEndangered,other_forb,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0.56066,1.58041,0.33838,0.29416,0.45216,0,0,1,3,0,0,0,0
BC07,N,March,H,Echium vulgare,Echium vulgare,2,1,2,0,0,0,0,0,0,2,reduced,0,NotEndangered,other_forb,0,1,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0.57633,1.44489,0.579,0.25616,0.27657,0,0,1,0,2,2,0,0
BC07,N,March,H,Erodium cicutarium,Erodium cicutarium,0.5,1,0.5,0,0,0,0,0,0,0.5,reduced,0,NotEndangered,other_forb,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0.68175,1.70824,0.41848,0.25411,0.57318,0,0,1,0.5,0,0,0,0
BC07,N,March,H,Festuca rubra,Festuca rubra,10,5.666666666666667,56.66666666666667,0,0,0,0,0,0,56.66666666666667,reduced,0,NotEndangered,graminoid,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0.49144,1.23162,0.61897,0.28728,0.29737,0,0,1,0,0,56.66666666666667,0,0
BC07,N,March,H,Holosteum umbellatum,Holosteum umbellatum,0.1,1,0.1,0,0,0,0.1,0,0,0,reduced,0,Warning,other_forb,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0.59767,1.62797,0.36829,0.30695,0.43416,0,0,1,0.1,0,0,0,0
BC07,N,March,H,Lamium purpureum,Lamium purpureum,1,2.5,2.5,0,0,0,2.5,0,0,0,reduced,0,NotEndangered,other_forb,1,1,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0.81299,1.09209,0.41616,0.14633,0.71443,0,0,1,2.5,2.5,0,0,0
BC07,N,March,H,Medicago lupulina,Medicago lupulina,10,1.3333333333333333,13.333333333333332,0,0,0,0,0,0,13.333333333333332,reduced,0,NotEndangered,legume,1,1,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0.58728,1.34601,0.82357,0.23743,0.34603,0,0,1,13.333333333333332,13.333333333333332,0,0,0
BC07,N,March,H,Myosotis,Myosotis,0.1,1.6666666666666667,0.16666666666666669,0,0,0,0,0,0,0.16666666666666669,reduced,0,NA,other_forb,1,1,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,NA,NA,NA,NA,NA,NA,NA,1,0.16666666666666669,0.16666666666666669,0,NA,NA
BC07,N,March,H,Myosotis ramosissima,Myosotis ramosissima,0.01,1,0.01,0,0,0,0.01,0,0,0,reduced,0,NotEndangered,other_forb,1,1,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0.506,1.02121,0.34316,0.25824,0.34742,0,0,1,0.01,0.01,0,0,0
BC07,N,March,H,Oenothera biennis,Oenothera biennis,1,1.6666666666666667,1.6666666666666667,0,0,0,0,0,0,1.6666666666666667,reduced,0,Neophyte,other_forb,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0.62605,1.31178,0.59842,0.18514,0.33864,1,0,1,0,1.6666666666666667,0,1.6666666666666667,0
BC07,N,March,H,Plantago lanceolata,Plantago lanceolata,0.5,1.5,0.75,0,0,0,0,0,0,0.75,reduced,0,NotEndangered,other_forb,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0.52518,1.61045,0.96495,0.27897,0.32911,0,0,1,0,0,0.75,0,0
BC07,N,March,H,Poa bulbosa,Poa bulbosa,0.1,7,0.7000000000000001,0,0,0,0,0,0,0.7000000000000001,reduced,0,NotEndangered,graminoid,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0.55981,0.94204,0.31122,0.35789,0.29472,0,0,1,0,0,0.7000000000000001,0,0
BC07,N,March,H,Potentilla argentea,Potentilla argentea,0.1,3.6666666666666665,0.3666666666666667,0,0,0,0,0,0,0.3666666666666667,reduced,0,NotEndangered,other_forb,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0.53557,1.29532,0.72298,0.28495,0.2778,0,0,1,0,0,0.3666666666666667,0,0
BC07,N,March,H,Saxifraga tridactylites,Saxifraga tridactylites,8,1,8,0,0,8,0,0,0,0,reduced,0,Warning,other_forb,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0.50737,1.5234,0.17792,0.32947,0.3784,0,0,1,8,0,0,0,0
BC07,N,March,H,Sedum acre,Sedum acre,5,2.6666666666666665,13.333333333333332,0,0,0,0,0,0,13.333333333333332,reduced,0,NotEndangered,other_forb,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0.4561,1.29025,0.32666,0.30641,0.32553,0,0,1,0,0,13.333333333333332,0,0
BC07,N,March,H,Senecio vulgaris,Senecio vulgaris,0.1,3,0.30000000000000004,0,0,0,0,0,0,0.30000000000000004,reduced,0,NotEndangered,other_forb,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0.72905,1.35981,0.57912,0.20081,0.60725,0,0,1,0.30000000000000004,0,0,0,0
BC07,N,March,H,Stellaria media,Stellaria media,3,1.5,4.5,0,0,0,0,0,0,4.5,reduced,0,NotEndangered,other_forb,1,1,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0.70945,0.80583,0.43958,0.26577,0.51423,0,0,1,4.5,4.5,0,0,0
BC07,N,March,H,Trifolium dubium,Trifolium dubium,0.5,5,2.5,0,0,0,0,0,0,2.5,reduced,0,NotEndangered,legume,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0.50969,1.97957,1.1694,0.28385,0.36995,0,0,1,2.5,0,0,0,0
BC07,N,March,H,Veronica arvensis,Veronica arvensis,0.5,1,0.5,0.5,0,0,0,0,0,0,reduced,0,NotEndangered,other_forb,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0.64871,1.70759,0.56937,0.21649,0.54803,0,0,1,0.5,0,0,0,0
BC07,N,March,H,Veronica polita,Veronica polita,1,2.5,2.5,0,0,0,2.5,0,0,0,reduced,0,Endangered (2),other_forb,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0.84634,1.79771,0.492,0.1444,0.80937,0,0,1,2.5,0,0,0,0
BC07,N,March,H,Vicia lathyroides,Vicia lathyroides,0.5,4.5,2.25,0,0,0,0,0,0,2.25,reduced,0,NotEndangered,legume,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0.46977,1.10195,0.42632,0.30568,0.32815,0,0,1,2.25,0,0,0,0
BC07,S,March,H,Achillea millefolium,Achillea millefolium (aggr.),0.1,2,0.2,0,0,0,0,0,0,0.2,reduced,0,NotEndangered,other_forb,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0.54139,1.31363,0.8112,0.25085,0.32953,0,0,1,0,0,0.2,0,0
BC07,S,March,H,Arenaria serpyllifolia,Arenaria serpyllifolia,5,2.3333333333333335,11.666666666666668,0,0,0,0,0,0,11.666666666666668,reduced,0,NotEndangered,other_forb,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0.59253,1.48069,0.44486,0.27236,0.42509,0,0,1,11.666666666666668,0,0,0,0
BC07,S,March,H,Artemisia campestris,Artemisia campestris,0.5,3.3333333333333335,1.6666666666666667,0,0,0,0,0,0,1.6666666666666667,reduced,0,NotEndangered,other_forb,0,0,1,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0.47826,1.33588,0.47111,0.29285,0.28174,0,0,1,0,0,1.6666666666666667,0,0
BC07,S,March,H,Cardamine hirsuta,Cardamine hirsuta,0.01,1,0.01,0,0,0,0,0,0,0.01,reduced,0,Neophyte,other_forb,1,1,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0.59769,0.64594,0.28825,0.22901,0.32316,1,0,1,0.01,0.01,0,0.01,0
BC07,S,March,H,Cerastium semidecandrum,Cerastium semidecandrum,5,1,5,0,0,5,0,0,0,0,reduced,0,NotEndangered,other_forb,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0.46249,1.39189,0.38437,0.30571,0.38883,0,0,1,5,0,0,0,0
BC07,S,March,H,Crepis capillaris,Crepis capillaris,0.01,1,0.01,0,0,0,0,0,0,0.01,reduced,0,NotEndangered,other_forb,1,1,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0.52833,1.63653,0.96127,0.27844,0.39266,0,0,1,0.01,0.01,0,0,0
BC07,S,March,H,Draba verna,Draba verna,0.1,1,0.1,0,0,0,0.1,0,0,0,reduced,0,NotEndangered,other_forb,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0.56066,1.58041,0.33838,0.29416,0.45216,0,0,1,0.1,0,0,0,0
BC07,S,March,H,Echium vulgare,Echium vulgare,0.3,1,0.3,0,0,0,0,0,0,0.3,reduced,0,NotEndangered,other_forb,0,1,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0.57633,1.44489,0.579,0.25616,0.27657,0,0,1,0,0.3,0.3,0,0
BC07,S,March,H,Erigeron annuus,Erigeron annuus,0.1,1,0.1,0,0,0,0,0,0,0.1,reduced,0,Neophyte,other_forb,1,1,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0.61922,0.99032,0.67723,0.17933,0.31274,1,0,1,0.1,0.1,0,0.1,0
BC07,S,March,H,Festuca rubra,Festuca rubra,15,5.666666666666667,85,0,0,0,0,0,0,85,reduced,0,NotEndangered,graminoid,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0.49144,1.23162,0.61897,0.28728,0.29737,0,0,1,0,0,85,0,0
BC07,S,March,H,Geranium molle,Geranium molle,0.1,1,0.1,0,0,0,0,0,0,0.1,reduced,0,NotEndangered,other_forb,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0.62987,1.27995,0.6275,0.3036,0.42608,0,0,1,0.1,0,0,0,0
BC07,S,March,H,Hypochaeris radicata,Hypochaeris radicata,0.1,2,0.2,0,0,0,0,0,0,0.2,reduced,0,NotEndangered,other_forb,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0.48868,1.4426,0.7278,0.33931,0.35628,0,0,1,0,0,0.2,0,0
BC07,S,March,H,Medicago lupulina,Medicago lupulina,15,1.3333333333333333,20,0,0,0,0,0,0,20,reduced,0,NotEndangered,legume,1,1,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0.58728,1.34601,0.82357,0.23743,0.34603,0,0,1,20,20,0,0,0
BC07,S,March,H,Myosotis ramosissima,Myosotis ramosissima,0.01,1,0.01,0,0,0,0.01,0,0,0,reduced,0,NotEndangered,other_forb,1,1,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0.506,1.02121,0.34316,0.25824,0.34742,0,0,1,0.01,0.01,0,0,0
BC07,S,March,H,Oenothera biennis,Oenothera biennis,4,1.6666666666666667,6.666666666666667,0,0,0,0,0,0,6.666666666666667,reduced,0,Neophyte,other_forb,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0.62605,1.31178,0.59842,0.18514,0.33864,1,0,1,0,6.666666666666667,0,6.666666666666667,0
BC07,S,March,H,Plantago lanceolata,Plantago lanceolata,0.5,1.5,0.75,0,0,0,0,0,0,0.75,reduced,0,NotEndangered,other_forb,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0.52518,1.61045,0.96495,0.27897,0.32911,0,0,1,0,0,0.75,0,0
BC07,S,March,H,Potentilla argentea,Potentilla argentea,7,3.6666666666666665,25.666666666666664,0,0,0,0,0,0,25.666666666666664,reduced,0,NotEndangered,other_forb,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0.53557,1.29532,0.72298,0.28495,0.2778,0,0,1,0,0,25.666666666666664,0,0
BC07,S,March,H,Rumex acetosa,Rumex acetosa,1,2.5,2.5,0,0,0,0,0,0,2.5,reduced,0,Warning,other_forb,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0.51255,1.42792,1.00937,0.22916,0.30884,0,0,1,0,0,2.5,0,0
BC07,S,March,H,Saxifraga tridactylites,Saxifraga tridactylites,0.01,1,0.01,0,0,0.01,0,0,0,0,reduced,0,Warning,other_forb,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0.50737,1.5234,0.17792,0.32947,0.3784,0,0,1,0.01,0,0,0,0
BC07,S,March,H,Sedum album,Sedum album,5,1,5,0,0,0,0,0,0,5,reduced,0,Neophyte,other_forb,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0.4586,0.91458,0.13464,0.30586,0.2467,1,0,1,0,0,5,5,0
BC07,S,March,H,Taraxacum,Taraxacum,0.2,1,0.2,0,0,0,0,0,0,0.2,reduced,0,NotEndangered,other_forb,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0.58586,1.09148,0.73778,0.26697,0.37503,0,0,1,0,0,0.2,0,0
BC07,S,March,H,Tragopogon,Tragopogon,0.1,4.5,0.45,0,0,0,0,0,0,0.45,reduced,0,NotEndangered,other_forb,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0.50996,1.77695,1.26941,0.17348,0.31239,0,0,1,0,0.45,0,0,0
BC07,S,March,H,Trifolium dubium,Trifolium dubium,0.03,5,0.15,0,0,0,0,0,0,0.15,reduced,0,NotEndangered,legume,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0.50969,1.97957,1.1694,0.28385,0.36995,0,0,1,0.15,0,0,0,0
BC07,S,March,H,Veronica arvensis,Veronica arvensis,0.05,1,0.05,0.05,0,0,0,0,0,0,reduced,0,NotEndangered,other_forb,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0.64871,1.70759,0.56937,0.21649,0.54803,0,0,1,0.05,0,0,0,0
BC07,S,March,H,Vicia lathyroides,Vicia lathyroides,0.7,4.5,3.15,0,0,0,0,0,0,3.15,reduced,0,NotEndangered,legume,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0.46977,1.10195,0.42632,0.30568,0.32815,0,0,1,3.15,0,0,0,0
BC07,N,May,H,Arenaria serpyllifolia,Arenaria serpyllifolia,5,3.3333333333333335,16.666666666666668,0,0,0,0,16.666666666666668,0,0,reduced,0,NotEndangered,other_forb,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0.59253,1.48069,0.44486,0.27236,0.42509,0,0,1,16.666666666666668,0,0,0,0
BC07,N,May,H,Artemisia campestris,Artemisia campestris,1,5,5,0,0,0,0,0,0,5,reduced,0,NotEndangered,other_forb,0,0,1,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0.47826,1.33588,0.47111,0.29285,0.28174,0,0,1,0,0,5,0,0
BC07,N,May,H,Berteroa incana,Berteroa incana,15,16.666666666666668,250.00000000000003,0,0,0,0,0,0,250.00000000000003,reduced,0,Neophyte,other_forb,1,1,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0.6477,1.25863,0.75992,0.21418,0.32156,1,0,1,250.00000000000003,250.00000000000003,0,250.00000000000003,0
BC07,N,May,H,Bromus mollis,Bromus hordeaceus,1,17,17,0,0,0,0,17,0,0,reduced,0,NotEndangered,graminoid,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0.55139,1.75426,0.95232000000000006,0.27891,0.39876,0,0,1,17,0,0,0,0
