PlotNo,Subplot,Month,Layer,Taxon,EuroMed,cover,height,Biomass,Seedling,Juvenile,FlowerBud,Flowering,Fruiting,PostFruiting,Vegetative,MowFreq,n_mow_events_befre_sampling
BC05,NW,May,H,Trifolium arvense,Trifolium arvense,3,10.5,31.5,0,0,0,0,0,0,1,reduced_sown,0
BC05,NW,May,H,Trifolium campestre,Trifolium campestre,1,10,10,0,0,0,1,0,0,0,reduced_sown,0
BC05,NW,May,H,Trifolium dubium,Trifolium dubium,20,5.333333333333333,106.66666666666666,0,0,0,1,0,0,0,reduced_sown,0
BC05,NW,May,H,Trifolium incarnatum,Trifolium incarnatum,8,28.333333333333332,226.66666666666666,0,0,0,1,0,0,0,reduced_sown,0
BC05,NW,May,H,Trifolium pratensis,Trifolium pratense,6,19,114,0,0,0,1,0,0,0,reduced_sown,0
BC05,NW,May,H,Veronica arvensis,Veronica arvensis,0.2,2.5,0.5,0,0,0,0,1,0,0,reduced_sown,0
BC05,NW,May,H,Vicia hirsuta,Vicia hirsuta,3,22.666666666666668,68,0,0,0,1,1,0,0,reduced_sown,0
BC05,SE,May,H,Achillea millefolium,Achillea millefolium (aggr.),10,15.333333333333334,153.33333333333334,0,0,1,0,0,0,0,reduced_sown,0
BC05,SE,May,H,Agrostis capillaris,Agrostis capillaris,30,13,390,0,0,0,1,0,0,0,reduced_sown,0
BC05,SE,May,H,Arenaria serpyllifolia,Arenaria serpyllifolia,0.1,4.5,0.45,0,0,0,1,1,0,0,reduced_sown,0
BC05,SE,May,H,Bellis perennis,Bellis perennis,1,5.666666666666667,5.666666666666667,0,0,0,1,0,0,0,reduced_sown,0
BC05,SE,May,H,Bromus mollis,Bromus hordeaceus,0.1,27.333333333333332,2.7333333333333334,0,0,0,1,0,0,0,reduced_sown,0
BC05,SE,May,H,Carduus,Carduus,5,9,45,0,0,0,0,0,0,1,reduced_sown,0
BC05,SE,May,H,Centaurea cyanus,Cyanus segetum,0.5,26,13,0,0,0,1,0,0,0,reduced_sown,0
BC05,SE,May,H,Centaurea jacea,Centaurea jacea,2,11.333333333333334,22.666666666666668,0,0,0,0,0,0,1,reduced_sown,0
BC05,SE,May,H,Centaurea stoebe,Centaurea stoebe,6,24,144,0,0,0,0,0,0,1,reduced_sown,0
BC05,SE,May,H,Cerastium glomeratum,Cerastium glomeratum,0.2,5.333333333333333,1.0666666666666667,0,0,0,0,1,0,0,reduced_sown,0
BC05,SE,May,H,Daucus carota,Daucus carota,6,16,96,0,0,0,0,0,0,1,reduced_sown,0
BC05,SE,May,H,Echium vulgare,Echium vulgare,4,11,44,0,0,1,0,0,0,0,reduced_sown,0
BC05,SE,May,H,Festuca ovina,Festuca ovina,0.1,16,1.6,0,0,0,1,1,0,0,reduced_sown,0
BC05,SE,May,H,Festuca rubra,Festuca rubra,10,37.666666666666664,376.66666666666663,0,0,0,1,1,0,0,reduced_sown,0
BC05,SE,May,H,Geranium molle,Geranium molle,0.5,5.5,2.75,0,0,0,0,1,0,0,reduced_sown,0
BC05,SE,May,H,Holcus lanatus,Holcus lanatus,0.1,15,1.5,0,0,0,0,0,0,1,reduced_sown,0
BC05,SE,May,H,Hypericum perforatum,Hypericum perforatum,2,15,30,0,0,0,0,0,0,1,reduced_sown,0
BC05,SE,May,H,Hypochaeris radicata,Hypochaeris radicata,2,3,6,0,0,1,0,0,0,0,reduced_sown,0
BC05,SE,May,H,Leucanthemum vulgare,Leucanthemum vulgare (aggr.),9,48,432,0,0,0,1,0,0,0,reduced_sown,0
BC05,SE,May,H,Luzula campestris,Luzula campestris,1,17,17,0,0,0,0,1,0,0,reduced_sown,0
BC05,SE,May,H,Plantago lanceolata,Plantago lanceolata,6,12,72,0,0,0,1,0,0,0,reduced_sown,0
BC05,SE,May,H,Poa pratensis,Poa pratensis,0.5,22.333333333333332,11.166666666666666,0,0,0,1,1,0,0,reduced_sown,0
BC05,SE,May,H,Potentilla argentea,Potentilla argentea,2,12.333333333333334,24.666666666666668,0,0,0,1,0,0,0,reduced_sown,0
BC05,SE,May,Seedling,Prunus,Prunus,0.01,6,0.06,1,0,0,0,0,0,0,reduced_sown,0
BC05,SE,May,H,Rumex acetosa,Rumex acetosa,1,8.666666666666666,8.666666666666666,0,0,0,0,0,0,1,reduced_sown,0
BC05,SE,May,H,Rumex acetosella,Rumex acetosella,7,41.333333333333336,289.33333333333337,0,0,0,1,0,0,0,reduced_sown,0
BC05,SE,May,H,Salvia pratensis,Salvia pratensis,0.5,1.5,0.75,0,0,0,1,0,0,0,reduced_sown,0
BC05,SE,May,H,Sedum acre,Sedum acre,0.2,4.333333333333333,0.8666666666666667,0,0,1,0,0,0,0,reduced_sown,0
BC05,SE,May,H,Trifolium arvense,Trifolium arvense,3,10.5,31.5,0,0,0,0,0,0,1,reduced_sown,0
BC05,SE,May,H,Trifolium campestre,Trifolium campestre,2,10,20,0,0,0,1,0,0,0,reduced_sown,0
BC05,SE,May,H,Trifolium dubium,Trifolium dubium,7,5.333333333333333,37.33333333333333,0,0,0,1,0,0,0,reduced_sown,0
BC05,SE,May,H,Trifolium incarnatum,Trifolium incarnatum,20,28.333333333333332,566.6666666666666,0,0,0,1,0,0,0,reduced_sown,0
BC05,SE,May,H,Trifolium pratensis,Trifolium pratense,10,19,190,0,0,0,1,0,0,0,reduced_sown,0
BC05,SE,May,H,Trifolium repens,Trifolium repens,2,5,10,0,0,0,1,0,0,0,reduced_sown,0
BC05,SE,May,H,Veronica arvensis,Veronica arvensis,0.1,2.5,0.25,0,0,0,0,1,0,0,reduced_sown,0
BC05,SE,May,H,Veronica chamaedrys,Veronica chamaedrys,0.1,7.666666666666667,0.7666666666666667,0,0,0,1,0,0,0,reduced_sown,0
BC05,SE,May,H,Vicia hirsuta,Vicia hirsuta,1,22.666666666666668,22.666666666666668,0,0,0,1,1,0,0,reduced_sown,0
BC05,NW,July,H,Achillea millefolium,Achillea millefolium (aggr.),3,21,63,0,0,0,1,0,0,0,reduced_sown,0
BC05,NW,July,H,Agrostis capillaris,Agrostis capillaris,30,25.333333333333332,760,0,0,0,1,1,0,0,reduced_sown,0
BC05,NW,July,H,Centaurea jacea,Centaurea jacea,2,26.333333333333332,52.666666666666664,0,0,1,0,0,0,0,reduced_sown,0
BC05,NW,July,H,Centaurea stoebe,Centaurea stoebe,9,58,522,0,0,0,1,0,0,0,reduced_sown,0
BC05,NW,July,H,Echium vulgare,Echium vulgare,1,32.666666666666664,32.666666666666664,0,0,0,1,1,0,0,reduced_sown,0
BC05,NW,July,H,Festuca rubra,Festuca rubra,10,15,150,0,0,0,0,1,0,0,reduced_sown,0
BC05,NW,July,H,Hypericum perforatum,Hypericum perforatum,0.5,21.333333333333332,10.666666666666666,0,0,1,0,0,0,0,reduced_sown,0
BC05,NW,July,H,Hypochaeris radicata,Hypochaeris radicata,0.1,15.333333333333334,1.5333333333333334,0,0,0,0,1,0,0,reduced_sown,0
BC05,NW,July,H,Jacobaea vulgaris,Jacobaea vulgaris,0.5,17,8.5,0,0,0,0,0,0,1,reduced_sown,0
BC05,NW,July,H,Leucanthemum vulgare,Leucanthemum vulgare (aggr.),6,33,198,0,0,0,0,1,0,0,reduced_sown,0
BC05,NW,July,H,Luzula campestris,Luzula campestris,2,5.666666666666667,11.333333333333334,0,0,0,0,0,0,1,reduced_sown,0
BC05,NW,July,H,Malva alcea,Malva alcea,0.2,6,1.2000000000000002,0,0,0,0,0,0,1,reduced_sown,0
BC05,NW,July,H,Phleum phleoides,Phleum phleoides,0.5,18.666666666666668,9.333333333333334,0,0,0,0,1,0,0,reduced_sown,0
BC05,NW,July,H,Plantago lanceolata,Plantago lanceolata,4,18.666666666666668,74.66666666666667,0,0,0,1,1,0,0,reduced_sown,0
BC05,NW,July,H,Poa pratensis,Poa pratensis,0.1,19,1.9000000000000001,0,0,0,0,1,0,0,reduced_sown,0
BC05,NW,July,H,Potentilla argentea,Potentilla argentea,2,14.333333333333334,28.666666666666668,0,0,0,1,1,0,0,reduced_sown,0
BC05,NW,July,H,Rumex acetosa,Rumex acetosa,2,8,16,0,0,0,0,0,0,1,reduced_sown,0
BC05,NW,July,H,Rumex acetosella,Rumex acetosella,0.5,21.75,10.875,0,0,0,0,1,0,0,reduced_sown,0
BC05,NW,July,H,Salvia pratensis,Salvia pratensis,0.3,4,1.2,0,0,0,0,0,0,1,reduced_sown,0
BC05,NW,July,H,Sedum acre,Sedum acre,3,3.3333333333333335,10,0,0,0,0,0,0,1,reduced_sown,0
BC05,NW,July,H,Trifolium arvense,Trifolium arvense,3,25.666666666666668,77,0,0,0,1,0,0,0,reduced_sown,0
BC05,NW,July,H,Trifolium pratensis,Trifolium pratense,6,11,66,0,0,0,1,0,0,0,reduced_sown,0
BC05,SE,July,H,Achillea millefolium,Achillea millefolium (aggr.),15,21,315,0,0,0,1,0,0,0,reduced_sown,0
BC05,SE,July,H,Agrostis capillaris,Agrostis capillaris,40,25.333333333333332,1013.3333333333333,0,0,0,1,1,0,0,reduced_sown,0
BC05,SE,July,H,Carduus,Carduus,2,16,32,0,0,0,1,0,0,0,reduced_sown,0
BC05,SE,July,H,Centaurea jacea,Centaurea jacea,2,26.333333333333332,52.666666666666664,0,0,1,0,0,0,0,reduced_sown,0
BC05,SE,July,H,Centaurea stoebe,Centaurea stoebe,7,58,406,0,0,0,1,0,0,0,reduced_sown,0
BC05,SE,July,H,Daucus carota,Daucus carota,3,26.666666666666668,80,0,0,0,1,0,0,0,reduced_sown,0
BC05,SE,July,H,Echium vulgare,Echium vulgare,2,32.666666666666664,65.33333333333333,0,0,0,1,1,0,0,reduced_sown,0
BC05,SE,July,H,Festuca ovina,Festuca ovina,1,10,10,0,0,0,0,0,0,1,reduced_sown,0
BC05,SE,July,H,Festuca rubra,Festuca rubra,5,15,75,0,0,0,0,1,0,0,reduced_sown,0
BC05,SE,July,H,Hypericum perforatum,Hypericum perforatum,2,21.333333333333332,42.666666666666664,0,0,1,0,0,0,0,reduced_sown,0
BC05,SE,July,H,Hypochaeris radicata,Hypochaeris radicata,0.5,15.333333333333334,7.666666666666667,0,0,0,0,1,0,0,reduced_sown,0
BC05,SE,July,H,Leucanthemum vulgare,Leucanthemum vulgare (aggr.),10,33,330,0,0,0,0,1,0,0,reduced_sown,0
BC05,SE,July,H,Luzula campestris,Luzula campestris,1,5.666666666666667,5.666666666666667,0,0,0,0,0,0,1,reduced_sown,0
BC05,SE,July,H,Plantago lanceolata,Plantago lanceolata,8,18.666666666666668,149.33333333333334,0,0,0,1,1,0,0,reduced_sown,0
BC05,SE,July,H,Poa pratensis,Poa pratensis,0.1,19,1.9000000000000001,0,0,0,0,1,0,0,reduced_sown,0
BC05,SE,July,H,Potentilla argentea,Potentilla argentea,0.5,14.333333333333334,7.166666666666667,0,0,0,1,1,0,0,reduced_sown,0
BC05,SE,July,H,Rumex acetosa,Rumex acetosa,0.5,8,4,0,0,0,0,0,0,1,reduced_sown,0
BC05,SE,July,H,Rumex acetosella,Rumex acetosella,0.5,21.75,10.875,0,0,0,0,1,0,0,reduced_sown,0
BC05,SE,July,H,Salvia pratensis,Salvia pratensis,0.1,4,0.4,0,0,0,0,0,0,1,reduced_sown,0
BC05,SE,July,H,Sedum acre,Sedum acre,0.3,3.3333333333333335,1,0,0,0,0,0,0,1,reduced_sown,0
BC05,SE,July,H,Trifolium arvense,Trifolium arvense,1,25.666666666666668,25.666666666666668,0,0,0,1,0,0,0,reduced_sown,0
BC05,SE,July,H,Trifolium pratensis,Trifolium pratense,5,11,55,0,0,0,1,0,0,0,reduced_sown,0
BC05,SE,July,H,Trifolium repens,Trifolium repens,1,9,9,0,0,0,0,0,0,1,reduced_sown,0
BC05,SE,July,H,Vicia hirsuta,Vicia hirsuta,0.01,5,0.05,0,0,0,0,1,0,0,reduced_sown,0
BC05,NW,September,H,Achillea millefolium,Achillea millefolium (aggr.),10,15,150,0,0,0,0,0,0,1,reduced_sown,0
BC05,NW,September,H,Agrostis capillaris,Agrostis capillaris,35,15.666666666666666,548.3333333333333,0,0,0,0,1,0,0,reduced_sown,0
BC05,NW,September,H,Arenaria serpyllifolia,Arenaria serpyllifolia,0.001,1,0.001,1,0,0,0,0,0,0,reduced_sown,0
BC05,NW,September,H,Centaurea jacea,Centaurea jacea,5,35.666666666666664,178.33333333333331,0,0,0,1,1,0,0,reduced_sown,0
BC05,NW,September,H,Centaurea stoebe,Centaurea stoebe,3,27,81,0,0,0,1,1,0,0,reduced_sown,0
BC05,NW,September,H,Echium vulgare,Echium vulgare,0.2,30,6,0,0,0,1,1,0,0,reduced_sown,0
BC05,NW,September,H,Festuca rubra,Festuca rubra,10,13.666666666666666,136.66666666666666,0,0,0,0,1,0,0,reduced_sown,0
BC05,NW,September,H,Geranium molle,Geranium molle,0.5,5,2.5,0,0,0,0,0,0,1,reduced_sown,0
BC05,NW,September,H,Hypericum perforatum,Hypericum perforatum,1,37.333333333333336,37.333333333333336,0,0,0,0,1,0,0,reduced_sown,0
BC05,NW,September,H,Hypochaeris radicata,Hypochaeris radicata,0.1,6.333333333333333,0.6333333333333333,0,0,0,1,0,0,0,reduced_sown,0
BC05,NW,September,H,Jacobaea vulgaris,Jacobaea vulgaris,2,57.333333333333336,114.66666666666667,0,0,0,1,1,0,0,reduced_sown,0
BC05,NW,September,H,Leucanthemum vulgare,Leucanthemum vulgare (aggr.),5,13.333333333333334,66.66666666666667,0,0,0,0,0,0,1,reduced_sown,0
BC05,NW,September,H,Malva alcea,Malva alcea,0.1,9.666666666666666,0.9666666666666667,0,0,0,0,0,0,1,reduced_sown,0
BC05,NW,September,H,Phleum phleoides,Phleum phleoides,1,21.666666666666668,21.666666666666668,0,0,0,0,1,0,0,reduced_sown,0
BC05,NW,September,H,Plantago lanceolata,Plantago lanceolata,5,25.333333333333332,126.66666666666666,0,0,0,1,1,0,0,reduced_sown,0
BC05,NW,September,H,Poa pratensis,Poa pratensis,0.5,22,11,0,0,0,0,1,0,0,reduced_sown,0
BC05,NW,September,H,Potentilla argentea,Potentilla argentea,2,6,12,0,0,0,1,1,0,0,reduced_sown,0
BC05,NW,September,H,Rumex acetosa,Rumex acetosa,2,8.666666666666666,17.333333333333332,0,0,0,0,0,0,1,reduced_sown,0
BC05,NW,September,H,Rumex acetosella,Rumex acetosella,1,6.333333333333333,6.333333333333333,0,0,0,0,1,0,0,reduced_sown,0
BC05,NW,September,H,Salvia pratensis,Salvia pratensis,0.5,13,6.5,0,0,0,0,0,0,1,reduced_sown,0
BC05,NW,September,H,Sedum acre,Sedum acre,3,6.333333333333333,19,0,0,0,0,0,0,1,reduced_sown,0
BC05,NW,September,H,Trifolium arvense,Trifolium arvense,0.1,15.333333333333334,1.5333333333333334,0,0,0,1,1,0,0,reduced_sown,0
BC05,NW,September,H,Trifolium dubium,Trifolium dubium,0.1,1,0.1,1,0,0,0,0,0,0,reduced_sown,0
BC05,NW,September,H,Trifolium incarnatum,Trifolium incarnatum,3,14.333333333333334,43,0,0,0,0,0,0,1,reduced_sown,0
BC05,NW,September,H,Trifolium pratensis,Trifolium pratense,7,14,98,0,0,0,1,1,0,0,reduced_sown,0
BC05,NW,September,H,Veronica arvensis,Veronica arvensis,0.001,1,0.001,1,0,0,0,0,0,0,reduced_sown,0
BC05,NW,September,H,Vicia hirsuta,Vicia hirsuta,0.5,12,6,0,0,0,0,0,0,1,reduced_sown,0
BC05,SE,September,H,Achillea millefolium,Achillea millefolium (aggr.),12,15,180,0,0,0,0,0,0,1,reduced_sown,0
BC05,SE,September,H,Agrostis capillaris,Agrostis capillaris,35,15.666666666666666,548.3333333333333,0,0,0,0,1,0,0,reduced_sown,0
BC05,SE,September,H,Carduus,Carduus,3,25,75,0,0,0,0,1,0,0,reduced_sown,0
BC05,SE,September,H,Centaurea jacea,Centaurea jacea,4,35.666666666666664,142.66666666666666,0,0,0,1,1,0,0,reduced_sown,0
BC05,SE,September,H,Centaurea stoebe,Centaurea stoebe,6,27,162,0,0,0,1,1,0,0,reduced_sown,0
BC05,SE,September,H,Echium vulgare,Echium vulgare,1,30,30,0,0,0,1,1,0,0,reduced_sown,0
BC05,SE,September,H,Festuca ovina,Festuca ovina,1,9.666666666666666,9.666666666666666,0,0,0,0,0,0,1,reduced_sown,0
BC05,SE,September,H,Festuca rubra,Festuca rubra,8,13.666666666666666,109.33333333333333,0,0,0,0,1,0,0,reduced_sown,0
BC05,SE,September,H,Geranium molle,Geranium molle,0.1,5,0.5,0,0,0,0,0,0,1,reduced_sown,0
BC05,SE,September,H,Hypericum perforatum,Hypericum perforatum,7,37.333333333333336,261.33333333333337,0,0,0,0,1,0,0,reduced_sown,0
BC05,SE,September,H,Hypochaeris radicata,Hypochaeris radicata,2,6.333333333333333,12.666666666666666,0,0,0,1,0,0,0,reduced_sown,0
BC05,SE,September,H,Leucanthemum vulgare,Leucanthemum vulgare (aggr.),7,13.333333333333334,93.33333333333334,0,0,0,0,0,0,1,reduced_sown,0
BC05,SE,September,H,Luzula campestris,Luzula campestris,0.1,8,0.8,0,0,0,0,0,0,1,reduced_sown,0
BC05,SE,September,H,Plantago lanceolata,Plantago lanceolata,9,25.333333333333332,228,0,0,0,1,1,0,0,reduced_sown,0
BC05,SE,September,H,Poa pratensis,Poa pratensis,1,22,22,0,0,0,0,1,0,0,reduced_sown,0
BC05,SE,September,H,Potentilla argentea,Potentilla argentea,0.2,6,1.2000000000000002,0,0,0,1,1,0,0,reduced_sown,0
BC05,SE,September,H,Rumex acetosa,Rumex acetosa,2,8.666666666666666,17.333333333333332,0,0,0,0,0,0,1,reduced_sown,0
BC05,SE,September,H,Rumex acetosella,Rumex acetosella,3,6.333333333333333,19,0,0,0,0,1,0,0,reduced_sown,0
BC05,SE,September,H,Salvia pratensis,Salvia pratensis,3,13,39,0,0,0,0,0,0,1,reduced_sown,0
BC05,SE,September,H,Sedum acre,Sedum acre,0.2,6.333333333333333,1.2666666666666666,0,0,0,0,0,0,1,reduced_sown,0
BC05,SE,September,H,Trifolium arvense,Trifolium arvense,2,15.333333333333334,30.666666666666668,0,0,0,1,1,0,0,reduced_sown,0
BC05,SE,September,H,Trifolium dubium,Trifolium dubium,0.1,1,0.1,1,0,0,0,0,0,0,reduced_sown,0
BC05,SE,September,H,Trifolium incarnatum,Trifolium incarnatum,5,14.333333333333334,71.66666666666667,0,0,0,0,0,0,1,reduced_sown,0
BC05,SE,September,H,Trifolium pratensis,Trifolium pratense,3,14,42,0,0,0,1,1,0,0,reduced_sown,0
BC05,SE,September,H,Trifolium repens,Trifolium repens,1,10,10,0,0,0,0,0,0,1,reduced_sown,0
BC05,SE,September,H,Vicia hirsuta,Vicia hirsuta,1,12,12,0,0,0,0,0,0,1,reduced_sown,0
BC06,NW,March,H,Achillea millefolium,Achillea millefolium (aggr.),0.1,1.3333333333333333,0.13333333333333333,0,0,0,0,0,0,1,regular,0
BC06,NW,March,H,Agrostis capillaris,Agrostis capillaris,1,5.333333333333333,5.333333333333333,0,0,0,0,0,0,1,regular,0
BC06,NW,March,H,Arenaria serpyllifolia,Arenaria serpyllifolia,0.01,1,0.01,0,0,0,0,0,0,1,regular,0
BC06,NW,March,H,Asteracea,Asteracea,0.5,1,0.5,0,0,0,0,0,0,1,regular,0
BC06,NW,March,H,Bellis perennis,Bellis perennis,0.5,2,1,0,0,1,0,0,0,0,regular,0
BC06,NW,March,H,Cerastium glutinosum,Cerastium pumilum subsp. glutinosum,0.01,1,0.01,0,0,0,0,0,0,1,regular,0
BC06,NW,March,H,Cerastium holosteoides,Cerastium fontanum subsp. vulgare,1,1,1,0,0,0,0,0,0,1,regular,0
BC06,NW,March,H,Crepis capillaris,Crepis capillaris,0.01,1,0.01,0,0,0,0,0,0,1,regular,0
BC06,NW,March,H,Dactylis glomerata,Dactylis glomerata,5,6,30,0,0,0,0,0,0,1,regular,0
BC06,NW,March,H,Elymus repens,Elytrigia repens,5,6.333333333333333,31.666666666666664,0,0,0,0,0,0,1,regular,0
BC06,NW,March,H,Festuca rubra,Festuca rubra,15,3.3333333333333335,50,0,0,0,0,0,0,1,regular,0
BC06,NW,March,H,Geranium molle,Geranium molle,3,1.3333333333333333,4,0,0,0,0,0,0,1,regular,0
BC06,NW,March,H,Plantago lanceolata,Plantago lanceolata,2,1.3333333333333333,2.6666666666666665,0,0,0,0,0,0,1,regular,0
BC06,NW,March,H,Plantago media,Plantago media,10,1.3333333333333333,13.333333333333332,0,0,0,0,0,0,1,regular,0
BC06,NW,March,H,Poa bulbosa,Poa bulbosa,0.5,6,3,0,0,0,0,0,0,1,regular,0
BC06,NW,March,H,Poa pratensis,Poa pratensis,2,4,8,0,0,0,0,0,0,1,regular,0
BC06,NW,March,H,Potentilla reptans,Potentilla reptans,0.5,2,1,0,0,0,0,0,0,1,regular,0
BC06,NW,March,H,Erigeron annuus,Erigeron annuus,0.5,1,0.5,0,0,0,0,0,0,1,regular,0
BC06,NW,March,H,Taraxacum,Taraxacum,0.5,2,1,0,0,0,0,0,0,1,regular,0
BC06,NW,March,H,Trifolium pratensis,Trifolium pratense,3,2.3333333333333335,7,0,0,0,0,0,0,1,regular,0
BC06,NW,March,H,Trifolium repens,Trifolium repens,3,1.6666666666666667,5,0,0,0,0,0,0,1,regular,0
BC06,NW,March,H,Veronica arvensis,Veronica arvensis,0.01,1,0.01,0,0,0,0,0,0,1,regular,0
BC06,NW,March,H,Vicia sativa,Vicia sativa,0.1,5.333333333333333,0.5333333333333333,0,0,0,0,0,0,1,regular,0
BC06,SE,March,H,Agrostis capillaris,Agrostis capillaris,1,5.333333333333333,5.333333333333333,0,0,0,0,0,0,1,regular,0
BC06,SE,March,H,Cardamine hirsuta,Cardamine hirsuta,0.1,1,0.1,0,0,0,1,0,0,0,regular,0
BC06,SE,March,H,Cerastium glutinosum,Cerastium pumilum subsp. glutinosum,0.5,1,0.5,0,0,0,0,0,0,1,regular,0
BC06,SE,March,H,Dactylis glomerata,Dactylis glomerata,1,6,6,0,0,0,0,0,0,1,regular,0
BC06,SE,March,H,Elymus repens,Elytrigia repens,1,6.333333333333333,6.333333333333333,0,0,0,0,0,0,1,regular,0
BC06,SE,March,H,Festuca ovina,Festuca ovina,5,6,30,0,0,0,0,0,0,1,regular,0
BC06,SE,March,H,Festuca rubra,Festuca rubra,5,3.3333333333333335,16.666666666666668,0,0,0,0,0,0,1,regular,0
BC06,SE,March,H,Geranium molle,Geranium molle,7,1.3333333333333333,9.333333333333332,0,0,0,0,0,0,1,regular,0
BC06,SE,March,H,Hypochaeris radicata,Hypochaeris radicata,0.2,1.6979166666666667,0.33958333333333335,0,0,0,0,0,0,1,regular,0
BC06,SE,March,H,Medicago lupulina,Medicago lupulina,1,2,2,0,0,0,0,0,0,1,regular,0
BC06,SE,March,H,Plantago lanceolata,Plantago lanceolata,25,1.3333333333333333,33.33333333333333,0,0,0,0,0,0,1,regular,0
BC06,SE,March,H,Poa pratensis,Poa pratensis,2,4,8,0,0,0,0,0,0,1,regular,0
BC06,SE,March,H,Potentilla reptans,Potentilla reptans,2,2,4,0,0,0,0,0,0,1,regular,0
BC06,SE,March,H,Trifolium dubium,Trifolium dubium,0.2,1.3611111111111112,0.27222222222222225,0,0,0,0,0,0,1,regular,0
BC06,SE,March,H,Trifolium pratensis,Trifolium pratense,0.1,2.3333333333333335,0.23333333333333336,0,0,0,0,0,0,1,regular,0
BC06,SE,March,H,Trifolium repens,Trifolium repens,1,1.6666666666666667,1.6666666666666667,0,0,0,0,0,0,1,regular,0
BC06,SE,March,H,Veronica arvensis,Veronica arvensis,0.1,1,0.1,0,0,0,0,0,0,1,regular,0
BC06,SE,March,H,Vicia sativa,Vicia sativa,0.3,5.333333333333333,1.5999999999999999,0,0,0,0,0,0,1,regular,0
BC06,NW,May,H,Achillea millefolium,Achillea millefolium (aggr.),0.5,4.666666666666667,2.3333333333333335,0,0,0,0,0,0,1,regular,0
BC06,NW,May,H,Agrostis capillaris,Agrostis capillaris,1,7.333333333333333,7.333333333333333,0,0,0,1,0,0,0,regular,0
BC06,NW,May,H,Arenaria serpyllifolia,Arenaria serpyllifolia,0.1,1.3333333333333333,0.13333333333333333,0,0,0,0,1,0,0,regular,0
BC06,NW,May,H,Arrhenatherum elatius,Arrhenatherum elatius,2,52,104,0,0,0,1,0,0,0,regular,0
BC06,NW,May,H,Astragalus glycyphyllos,Astragalus glycyphyllos,5,11.333333333333334,56.66666666666667,0,0,0,0,0,0,1,regular,0
BC06,NW,May,H,Bellis perennis,Bellis perennis,0.1,6.875,0.6875,0,0,0,0,1,0,0,regular,0
BC06,NW,May,H,Cerastium glutinosum,Cerastium pumilum subsp. glutinosum,0.1,3,0.30000000000000004,0,0,0,0,1,0,0,regular,0
BC06,NW,May,H,Cerastium holosteoides,Cerastium fontanum subsp. vulgare,0.5,7.111111111111111,3.5555555555555554,0,0,0,1,0,0,0,regular,0
BC06,NW,May,H,Convolvulus arvensis,Convolvulus arvensis,0.1,5,0.5,0,0,0,0,0,0,1,regular,0
BC06,NW,May,H,Dactylis glomerata,Dactylis glomerata,3,18,54,0,0,0,0,1,0,0,regular,0
BC06,NW,May,H,Elymus repens,Elytrigia repens,5,4.666666666666667,23.333333333333336,0,0,0,0,0,0,1,regular,0
BC06,NW,May,H,Festuca rubra,Festuca rubra,20,9.666666666666666,193.33333333333331,0,0,0,0,1,0,0,regular,0
BC06,NW,May,H,Geranium molle,Geranium molle,3,8.333333333333334,25,0,0,0,1,1,0,0,regular,0
BC06,NW,May,H,Lolium perenne,Lolium perenne,3,24.333333333333332,73,0,0,0,1,0,0,0,regular,0
BC06,NW,May,H,Medicago lupulina,Medicago lupulina,1,8,8,0,0,0,1,0,0,0,regular,0
BC06,NW,May,H,Plantago lanceolata,Plantago lanceolata,1,10.666666666666666,10.666666666666666,0,0,0,1,0,0,0,regular,0
BC06,NW,May,H,Plantago media,Plantago media,25,3.6666666666666665,91.66666666666666,0,0,0,1,0,0,0,regular,0
BC06,NW,May,H,Poa pratensis,Poa pratensis,1,19.333333333333332,19.333333333333332,0,0,0,0,1,0,0,regular,0
BC06,NW,May,H,Potentilla reptans,Potentilla reptans,3,4.666666666666667,14,0,0,0,0,0,0,1,regular,0
BC06,NW,May,H,Taraxacum,Taraxacum,3,3.3333333333333335,10,0,0,0,0,0,0,1,regular,0
BC06,NW,May,H,Trifolium pratensis,Trifolium pratense,2,17.5,35,0,0,0,1,0,0,0,regular,0
BC06,NW,May,H,Trifolium repens,Trifolium repens,0.1,4.333333333333333,0.43333333333333335,0,0,0,1,0,0,0,regular,0
BC06,NW,May,H,Veronica arvensis,Veronica arvensis,0.1,2,0.2,0,0,0,0,1,0,0,regular,0
BC06,NW,May,H,Vicia sativa,Vicia sativa,5,11.666666666666666,58.33333333333333,0,0,0,0,1,0,0,regular,0
BC06,SE,May,H,Agrostis capillaris,Agrostis capillaris,2,7.333333333333333,14.666666666666666,0,0,0,1,0,0,0,regular,0
BC06,SE,May,H,Arenaria serpyllifolia,Arenaria serpyllifolia,0.01,1.3333333333333333,0.013333333333333332,0,0,0,0,1,0,0,regular,0
BC06,SE,May,H,Astragalus glycyphyllos,Astragalus glycyphyllos,0.5,11.333333333333334,5.666666666666667,0,0,0,0,0,0,1,regular,0
BC06,SE,May,H,Cerastium glutinosum,Cerastium pumilum subsp. glutinosum,1,3,3,0,0,0,0,1,0,0,regular,0
BC06,SE,May,H,Convolvulus arvensis,Convolvulus arvensis,0.8,5,4,0,0,0,0,0,0,1,regular,0
BC06,SE,May,H,Dactylis glomerata,Dactylis glomerata,3,18,54,0,0,0,0,1,0,0,regular,0
BC06,SE,May,H,Elymus repens,Elytrigia repens,2,4.666666666666667,9.333333333333334,0,0,0,0,0,0,1,regular,0
