PlotNo,MowFreq,MonthLabel,Subplot,Taxon,cover,Seedling,Juvenile,FlowerBud,Flowering,Fruiting,PostFruiting
BC03,reduced,May,SE,Berteroa incana,2,0,0,0,0,0,0
BC03,reduced,May,SE,Bromus sterilis,3,0,0,0,1,1,0
BC03,reduced,May,SE,Daucus carota,5,0,0,0,0,0,0
BC03,reduced,May,SE,Festuca ovina,10,0,0,0,1,1,0
BC03,reduced,May,SE,Festuca rubra,17,0,0,0,1,1,0
BC03,reduced,May,SE,Geranium molle,2,0,0,0,1,1,0
BC03,reduced,May,SE,Hypochaeris radicata,1,0,0,0,0,0,0
BC03,reduced,May,SE,Lolium perenne,2,0,0,0,1,0,0
BC03,reduced,May,SE,Medicago lupulina,1,0,0,0,0,0,0
BC03,reduced,May,SE,Medicago sativa,20,0,0,0,1,0,0
BC03,reduced,May,SE,Plantago lanceolata,5,0,0,0,1,0,0
BC03,reduced,May,SE,Potentilla reptans,5,0,0,0,0,0,0
BC03,reduced,May,SE,Taraxacum,3,0,0,0,0,1,0
BC03,reduced,May,SE,Trifolium repens,0.5,0,0,0,1,0,0
BC03,reduced,May,SE,Veronica arvensis,0.1,0,0,0,0,1,0
BC03,reduced,May,SE,Vicia sativa,5,0,0,0,1,1,0
BC03,reduced,September,NW,Achillea millefolium,3,0,0,0,0,0,0
BC03,reduced,September,NW,Agrostis capillaris,15,0,0,0,0,0,0
BC03,reduced,September,NW,Arenaria serpyllifolia,0.1,1,0,0,0,0,0
BC03,reduced,September,NW,Artemisia vulgaris,1,0,0,0,0,0,0
BC03,reduced,September,NW,Berteroa incana,5,0,0,0,1,1,0
BC03,reduced,September,NW,Daucus carota,1,0,0,0,0,0,0
BC03,reduced,September,NW,Diplotaxis,3,0,0,0,1,1,0
BC03,reduced,September,NW,Elymus repens,2,0,0,0,0,0,0
BC03,reduced,September,NW,Festuca ovina,3,0,0,0,0,0,0
BC03,reduced,September,NW,Festuca rubra,5,0,0,0,0,0,0
BC03,reduced,September,NW,Geranium molle,2,0,0,0,1,0,0
BC03,reduced,September,NW,Hypochaeris radicata,0.1,0,0,0,0,0,0
BC03,reduced,September,NW,Lamium purpureum,10,0,0,0,1,0,0
BC03,reduced,September,NW,Lolium perenne,2,0,0,0,0,0,0
BC03,reduced,September,NW,Medicago sativa,30,0,0,0,1,1,0
BC03,reduced,September,NW,Plantago lanceolata,2,0,0,0,0,0,0
BC03,reduced,September,NW,Poa pratensis,0.1,0,0,0,0,0,0
BC03,reduced,September,NW,Potentilla argentea,3,0,0,0,1,1,0
BC03,reduced,September,NW,Potentilla reptans,3,0,0,0,0,0,0
BC03,reduced,September,NW,Stellaria media,0.5,0,0,0,1,1,0
BC03,reduced,September,NW,Taraxacum,1,0,0,0,1,1,0
BC03,reduced,September,NW,Veronica arvensis,0.5,1,0,0,0,0,0
BC03,reduced,September,NW,Vicia sativa,0.5,0,0,0,0,0,0
BC03,reduced,September,SE,Agrostis capillaris,15,0,0,0,0,0,0
BC03,reduced,September,SE,Berteroa incana,4,0,0,0,1,1,0
BC03,reduced,September,SE,Bromus sterilis,3,0,0,0,0,0,0
BC03,reduced,September,SE,Daucus carota,0.5,0,0,0,0,0,0
BC03,reduced,September,SE,Erodium cicutarium,0.1,0,0,0,1,1,0
BC03,reduced,September,SE,Festuca ovina,6,0,0,0,0,0,0
BC03,reduced,September,SE,Festuca rubra,25,0,0,0,0,0,0
BC03,reduced,September,SE,Geranium molle,3,0,0,0,1,0,0
BC03,reduced,September,SE,Lamium purpureum,2,0,0,0,1,0,0
BC03,reduced,September,SE,Lolium perenne,3,0,0,0,0,0,0
BC03,reduced,September,SE,Medicago sativa,15,0,0,0,1,1,0
BC03,reduced,September,SE,Plantago lanceolata,3,0,0,0,0,0,0
BC03,reduced,September,SE,Potentilla reptans,3,0,0,0,0,0,0
BC03,reduced,September,SE,Stellaria media,2,0,0,0,1,1,0
BC03,reduced,September,SE,Taraxacum,15,0,0,0,1,1,0
BC03,reduced,September,SE,Trifolium repens,1,0,0,0,0,0,0
BC03,reduced,September,SE,Vicia sativa,4,0,0,0,0,0,0
BC04,regular,July,NW,Acer seedling,0.01,1,0,0,0,0,0
BC04,regular,July,NW,Achillea millefolium,20,0,0,0,1,0,0
BC04,regular,July,NW,Anchusa officinalis,1,0,0,0,1,0,0
BC04,regular,July,NW,Bellis perennis,3,0,0,0,0,0,0
BC04,regular,July,NW,Centaurea jacea,2,0,0,1,0,0,0
BC04,regular,July,NW,Crepis capillaris,0.5,0,0,0,1,1,0
BC04,regular,July,NW,Festuca arundinacea,3,0,0,0,0,1,0
BC04,regular,July,NW,Festuca ovina,5,0,0,0,0,1,0
BC04,regular,July,NW,Festuca rubra,15,0,0,0,0,1,0
BC04,regular,July,NW,Geranium molle,0.5,0,0,0,1,0,0
BC04,regular,July,NW,Hypericum perforatum,1,0,0,0,1,0,0
BC04,regular,July,NW,Hypochaeris radicata,10,0,0,0,1,1,0
BC04,regular,July,NW,Lolium perenne,0.1,0,0,0,0,0,0
BC04,regular,July,NW,Luzula campestris,0.5,0,0,0,0,1,0
BC04,regular,July,NW,Medicago lupulina,4,0,0,0,1,1,0
BC04,regular,July,NW,Medicago sativa,12,0,0,0,1,1,0
BC04,regular,July,NW,Oxalis dillenii,0.01,0,0,0,0,0,0
BC04,regular,July,NW,Plantago lanceolata,10,0,0,0,1,1,0
BC04,regular,July,NW,Poa pratensis,0.5,0,0,0,0,1,0
BC04,regular,July,NW,Rumex acetosa,2,0,0,0,0,0,0
BC04,regular,July,NW,Taraxacum,7,0,0,0,0,0,0
BC04,regular,July,NW,Trifolium pratensis,1,0,0,0,1,1,0
BC04,regular,July,NW,Trifolium repens,10,0,0,0,1,1,0
BC04,regular,July,NW,Vicia cracca,0.01,0,0,0,0,0,0
BC04,regular,July,NW,Vicia sativa,0.01,0,0,0,0,0,0
BC04,regular,July,SE,Achillea millefolium,25,0,0,0,1,0,0
BC04,regular,July,SE,Bellis perennis,0.5,0,0,0,0,0,0
BC04,regular,July,SE,Carex hirta,3,0,0,0,0,0,0
BC04,regular,July,SE,Carex muricata,0.5,0,0,0,1,0,0
BC04,regular,July,SE,Dactylis glomerata,2,0,0,0,0,0,0
BC04,regular,July,SE,Festuca arundinacea,4,0,0,0,0,1,0
BC04,regular,July,SE,Festuca ovina,2,0,0,0,0,1,0
BC04,regular,July,SE,Festuca rubra,9,0,0,0,0,1,0
BC04,regular,July,SE,Hypochaeris radicata,3,0,0,0,1,1,0
BC04,regular,July,SE,Medicago lupulina,6,0,0,0,1,1,0
BC04,regular,July,SE,Medicago sativa,1,0,0,0,1,1,0
BC04,regular,July,SE,Plantago lanceolata,8,0,0,0,1,1,0
BC04,regular,July,SE,Rumex acetosa,2,0,0,0,0,0,0
BC04,regular,July,SE,Sedum acre,2,0,0,0,0,0,0
BC04,regular,July,SE,Taraxacum,3,0,0,0,0,0,0
BC04,regular,July,SE,Trifolium pratensis,3,0,0,0,1,1,0
BC04,regular,July,SE,Trifolium repens,3,0,0,0,1,1,0
BC04,regular,March,NW,Achillea millefolium,2,0,0,0,0,0,0
BC04,regular,March,NW,Bellis perennis,0.5,0,0,0,1,0,0
BC04,regular,March,NW,Festuca arundinacea,3.5,0,0,0,0,0,0
BC04,regular,March,NW,Festuca rubra,15,0,0,0,0,0,0
BC04,regular,March,NW,Geranium molle,0.5,0,0,0,0,0,0
BC04,regular,March,NW,Hypericum perforatum,0.01,0,0,0,0,0,0
BC04,regular,March,NW,Hypochaeris radicata,7,0,0,0,0,0,0
BC04,regular,March,NW,Lolium perenne,5,0,0,0,0,0,0
BC04,regular,March,NW,Luzula campestris,0.1,0,0,0,1,0,0
BC04,regular,March,NW,Medicago lupulina,0.5,0,0,0,0,0,0
BC04,regular,March,NW,Myosotis,0.1,0,0,0,0,0,0
BC04,regular,March,NW,Plantago lanceolata,1,0,0,0,0,0,0
BC04,regular,March,NW,Poa pratensis,1,0,0,0,0,0,0
BC04,regular,March,NW,Rumex acetosa,1,0,0,0,0,0,0
BC04,regular,March,NW,Taraxacum,3,0,0,0,0,0,0
BC04,regular,March,NW,Trifolium pratensis,0.1,0,0,0,0,0,0
BC04,regular,March,NW,Trifolium repens,15,0,0,0,0,0,0
BC04,regular,March,NW,Veronica arvensis,0.01,1,0,0,0,0,0
BC04,regular,March,NW,Vicia cracca,0.2,0,0,0,0,0,0
BC04,regular,March,SE,Achillea millefolium,12,0,0,0,0,0,0
BC04,regular,March,SE,Agrostis capillaris,0.1,0,0,0,0,0,0
BC04,regular,March,SE,Bellis perennis,0.5,0,0,0,1,0,0
BC04,regular,March,SE,Cerastium holosteoides,0.1,0,0,0,0,0,0
BC04,regular,March,SE,Dactylis glomerata,0.5,0,0,0,0,0,0
BC04,regular,March,SE,Draba verna,0.1,0,0,0,1,0,0
BC04,regular,March,SE,Festuca arundinacea,1,0,0,0,0,0,0
BC04,regular,March,SE,Festuca ovina,2,0,0,0,0,0,0
BC04,regular,March,SE,Festuca rubra,15,0,0,0,0,0,0
BC04,regular,March,SE,Geranium molle,0.05,0,0,0,0,0,0
BC04,regular,March,SE,Hypochaeris radicata,2,0,0,0,0,0,0
BC04,regular,March,SE,Lolium perenne,2,0,0,0,0,0,0
BC04,regular,March,SE,Luzula campestris,0.2,0,0,0,1,0,0
BC04,regular,March,SE,Medicago lupulina,0.1,0,0,0,0,0,0
BC04,regular,March,SE,Medicago sativa,0.2,0,0,0,0,0,0
BC04,regular,March,SE,Pilosella officinarum,0.05,0,0,0,0,0,0
BC04,regular,March,SE,Plantago lanceolata,5,0,0,0,0,0,0
BC04,regular,March,SE,Poa pratensis,2,0,0,0,0,0,0
BC04,regular,March,SE,Rumex acetosa,0.3,0,0,0,0,0,0
BC04,regular,March,SE,Sedum acre,0.2,0,0,0,0,0,0
BC04,regular,March,SE,Taraxacum,0.05,0,0,0,0,0,0
BC04,regular,March,SE,Trifolium pratensis,5,0,0,0,0,0,0
BC04,regular,March,SE,Trifolium repens,7,0,0,0,0,0,0
BC04,regular,March,SE,Vicia cracca,0.2,0,0,0,0,0,0
BC04,regular,March,SE,Vicia lathyroides,0.5,0,0,0,0,0,0
BC04,regular,May,NW,Achillea millefolium,5,0,0,0,0,0,0
BC04,regular,May,NW,Anchusa officinalis,0.5,0,0,0,0,0,0
BC04,regular,May,NW,Bellis perennis,2,0,0,0,1,1,0
BC04,regular,May,NW,Centaurea jacea,0.01,0,0,0,0,0,0
BC04,regular,May,NW,Cerastium semidecandrum,0.01,0,0,0,0,1,0
BC04,regular,May,NW,Festuca arundinacea,5,0,0,0,1,0,0
BC04,regular,May,NW,Festuca ovina,1,0,0,0,1,0,0
BC04,regular,May,NW,Festuca rubra,10,0,0,0,1,0,0
BC04,regular,May,NW,Geranium molle,2,0,0,0,1,1,0
BC04,regular,May,NW,Hypericum perforatum,0.3,0,0,0,0,0,0
BC04,regular,May,NW,Hypochaeris radicata,17,0,0,1,0,0,0
BC04,regular,May,NW,Lolium perenne,0.1,0,0,0,1,0,0
BC04,regular,May,NW,Luzula campestris,0.2,0,0,0,0,1,0
BC04,regular,May,NW,Medicago lupulina,0.2,0,0,0,1,0,0
BC04,regular,May,NW,Medicago sativa,1,0,0,0,0,0,0
BC04,regular,May,NW,Pilosella officinarum,0.001,0,0,0,0,0,0
BC04,regular,May,NW,Plantago lanceolata,2,0,0,0,1,0,0
BC04,regular,May,NW,Poa pratensis,0.1,0,0,0,1,1,0
BC04,regular,May,NW,Rumex acetosa,0.5,0,0,0,0,0,0
BC04,regular,May,NW,Taraxacum,5,0,0,0,0,1,0
BC04,regular,May,NW,Trifolium dubium,0.1,0,0,0,1,0,0
BC04,regular,May,NW,Trifolium pratensis,0.01,0,0,0,1,0,0
BC04,regular,May,NW,Trifolium repens,20,0,0,0,0,0,0
BC04,regular,May,NW,Veronica arvensis,0.01,0,0,0,0,1,0
BC04,regular,May,NW,Vicia cracca,0.5,0,0,0,1,0,0
BC04,regular,May,NW,Vicia lathyroides,1,0,0,0,0,1,0
BC04,regular,May,NW,Vicia sativa,1,0,0,0,1,1,0
BC04,regular,May,SE,Acer seedling,0.1,1,0,0,0,0,0
BC04,regular,May,SE,Achillea millefolium,25,0,0,0,0,0,0
BC04,regular,May,SE,Agrostis capillaris,2,0,0,0,1,0,0
BC04,regular,May,SE,Arenaria serpyllifolia,0.01,0,0,0,1,0,0
BC04,regular,May,SE,Bellis perennis,2,0,0,0,1,1,0
BC04,regular,May,SE,Carex hirta,0.5,0,0,0,0,0,0
BC04,regular,May,SE,Carex muricata,1,0,0,0,1,0,0
BC04,regular,May,SE,Cerastium holosteoides,0.5,0,0,0,1,0,0
BC04,regular,May,SE,Cerastium semidecandrum,0.001,0,0,0,0,1,0
BC04,regular,May,SE,Dactylis glomerata,2,0,0,0,0,1,0
BC04,regular,May,SE,Festuca arundinacea,3,0,0,0,1,0,0
BC04,regular,May,SE,Festuca ovina,5,0,0,0,1,0,0
BC04,regular,May,SE,Festuca rubra,5,0,0,0,1,0,0
BC04,regular,May,SE,Geranium molle,1,0,0,0,1,1,0
BC04,regular,May,SE,Hypochaeris radicata,3,0,0,1,0,0,0
BC04,regular,May,SE,Lolium perenne,1.5,0,0,0,1,0,0
BC04,regular,May,SE,Luzula campestris,0.5,0,0,0,0,1,0
BC04,regular,May,SE,Medicago lupulina,10,0,0,0,1,0,0
BC04,regular,May,SE,Medicago sativa,5,0,0,0,0,0,0
BC04,regular,May,SE,Pilosella officinarum,0.5,0,0,0,0,0,0
BC04,regular,May,SE,Plantago lanceolata,15,0,0,0,1,0,0
BC04,regular,May,SE,Poa pratensis,0.5,0,0,0,1,1,0
BC04,regular,May,SE,Rumex acetosa,1,0,0,0,0,0,0
BC04,regular,May,SE,Sedum acre,1,0,0,0,1,0,0
BC04,regular,May,SE,Taraxacum,2,0,0,0,0,1,0
BC04,regular,May,SE,Trifolium dubium,0.5,0,0,0,1,0,0
BC04,regular,May,SE,Trifolium pratensis,5,0,0,0,1,0,0
BC04,regular,May,SE,Trifolium repens,3,0,0,0,0,0,0
BC04,regular,May,SE,Valerianella,0.001,0,0,0,0,1,0
BC04,regular,May,SE,Veronica arvensis,0.01,0,0,0,0,1,0
BC04,regular,May,SE,Vicia angustifolia,0.5,0,0,0,1,0,0
BC04,regular,May,SE,Vicia cracca,1,0,0,0,1,0,0
BC04,regular,May,SE,Vicia lathyroides,3,0,0,0,0,1,0
BC04,regular,September,NW,Acer seedling,0.1,1,0,0,0,0,0
BC04,regular,September,NW,Achillea millefolium,15,0,0,0,0,0,0
BC04,regular,September,NW,Anchusa officinalis,0.5,0,0,0,0,0,0
BC04,regular,September,NW,Bellis perennis,3,0,0,0,1,0,0
BC04,regular,September,NW,Centaurea jacea,0.5,0,0,0,0,0,0
BC04,regular,September,NW,Crepis capillaris,0.1,0,0,0,0,0,0
BC04,regular,September,NW,Festuca arundinacea,5,0,0,0,0,0,0
BC04,regular,September,NW,Festuca ovina,5,0,0,0,0,0,0
BC04,regular,September,NW,Festuca rubra,12,0,0,0,0,0,0
BC04,regular,September,NW,Geranium molle,0.5,0,0,0,0,0,0
BC04,regular,September,NW,Hypericum perforatum,1,0,0,0,0,0,0
BC04,regular,September,NW,Hypochaeris radicata,15,0,0,0,1,1,0
BC04,regular,September,NW,Lolium perenne,1,0,0,0,0,0,0
BC04,regular,September,NW,Luzula campestris,0.5,0,0,0,0,0,0
BC04,regular,September,NW,Medicago lupulina,2,0,0,0,1,1,0
BC04,regular,September,NW,Medicago sativa,3,0,0,0,0,1,0
BC04,regular,September,NW,Plantago lanceolata,7,0,0,0,0,1,0
BC04,regular,September,NW,Poa pratensis,0.5,0,0,0,0,0,0
BC04,regular,September,NW,Rumex acetosa,1,0,0,0,0,0,0
BC04,regular,September,NW,Taraxacum,20,0,0,0,0,0,0
BC04,regular,September,NW,Trifolium dubium,0.01,1,0,0,0,0,0
BC04,regular,September,NW,Trifolium pratensis,1,0,0,0,1,0,0
BC04,regular,September,NW,Trifolium repens,3,0,0,0,0,0,0
BC04,regular,September,NW,Vicia lathyroides,0.5,0,0,0,0,0,0
BC04,regular,September,NW,Vicia sativa,0.1,0,0,0,0,0,0
BC04,regular,September,SE,Acer seedling,0.1,1,0,0,0,0,0
BC04,regular,September,SE,Achillea millefolium,30,0,0,0,0,0,0
BC04,regular,September,SE,Agrostis capillaris,3,0,0,0,0,0,0
BC04,regular,September,SE,Arenaria serpyllifolia,0.1,0,0,0,1,1,0
BC04,regular,September,SE,Bellis perennis,1,0,0,0,1,0,0
BC04,regular,September,SE,Carex hirta,1,0,0,0,0,1,0
BC04,regular,September,SE,Carex muricata,2,0,0,0,0,1,0
BC04,regular,September,SE,Dactylis glomerata,1,0,0,0,0,0,0
BC04,regular,September,SE,Festuca arundinacea,2,0,0,0,0,0,0
BC04,regular,September,SE,Festuca ovina,4,0,0,0,0,0,0
BC04,regular,September,SE,Festuca rubra,10,0,0,0,0,0,0
BC04,regular,September,SE,Geranium molle,0.2,0,0,0,0,0,0
BC04,regular,September,SE,Hypochaeris radicata,6,0,0,0,1,1,0
BC04,regular,September,SE,Lolium perenne,1,0,0,0,0,0,0
BC04,regular,September,SE,Luzula campestris,0.5,0,0,0,0,0,0
BC04,regular,September,SE,Medicago lupulina,0.2,0,0,0,1,1,0
BC04,regular,September,SE,Medicago sativa,4,0,0,0,0,1,0
BC04,regular,September,SE,Pilosella officinarum,2,0,0,0,0,0,0
BC04,regular,September,SE,Plantago lanceolata,6,0,0,0,0,1,0
BC04,regular,September,SE,Rumex acetosa,1,0,0,0,0,0,0
BC04,regular,September,SE,Sedum acre,2,0,0,0,0,0,0
BC04,regular,September,SE,Taraxacum,3,0,0,0,0,0,0
BC04,regular,September,SE,Trifolium dubium,0.5,1,0,0,0,0,0
BC04,regular,September,SE,Trifolium pratensis,10,0,0,0,1,0,0
BC04,regular,September,SE,Trifolium repens,1,0,0,0,0,0,0
BC04,regular,September,SE,Vicia sativa,1,0,0,0,0,0,0
BC05,reduced_sown,July,NW,Achillea millefolium,3,0,0,0,1,0,0
BC05,reduced_sown,July,NW,Agrostis capillaris,30,0,0,0,1,1,0
BC05,reduced_sown,July,NW,Centaurea jacea,2,0,0,1,0,0,0
BC05,reduced_sown,July,NW,Centaurea stoebe,9,0,0,0,1,0,0
BC05,reduced_sown,July,NW,Echium vulgare,1,0,0,0,1,1,0
BC05,reduced_sown,July,NW,Festuca rubra,10,0,0,0,0,1,0
BC05,reduced_sown,July,NW,Hypericum perforatum,0.5,0,0,1,0,0,0
BC05,reduced_sown,July,NW,Hypochaeris radicata,0.1,0,0,0,0,1,0
BC05,reduced_sown,July,NW,Jacobaea vulgaris (Senecio jacobaea),0.5,0,0,0,0,0,0
BC05,reduced_sown,July,NW,Leucanthemum vulgare,6,0,0,0,0,1,0
BC05,reduced_sown,July,NW,Luzula campestris,2,0,0,0,0,0,0
BC05,reduced_sown,July,NW,Malva,0.2,0,0,0,0,0,0
BC05,reduced_sown,July,NW,Phleum phleoides,0.5,0,0,0,0,1,0
BC05,reduced_sown,July,NW,Plantago lanceolata,4,0,0,0,1,1,0
BC05,reduced_sown,July,NW,Poa pratensis,0.1,0,0,0,0,1,0
BC05,reduced_sown,July,NW,Potentilla argentea,2,0,0,0,1,1,0
BC05,reduced_sown,July,NW,Rumex acetosa,2,0,0,0,0,0,0
BC05,reduced_sown,July,NW,Rumex acetosella,0.5,0,0,0,0,1,0
BC05,reduced_sown,July,NW,Salvia pratensis,0.3,0,0,0,0,0,0
BC05,reduced_sown,July,NW,Sedum acre,3,0,0,0,0,0,0
BC05,reduced_sown,July,NW,Trifolium arvense,3,0,0,0,1,0,0
BC05,reduced_sown,July,NW,Trifolium pratensis,6,0,0,0,1,0,0
BC05,reduced_sown,July,SE,Achillea millefolium,15,0,0,0,1,0,0
BC05,reduced_sown,July,SE,Agrostis capillaris,40,0,0,0,1,1,0
BC05,reduced_sown,July,SE,Carduus,2,0,0,0,1,0,0
BC05,reduced_sown,July,SE,Centaurea jacea,2,0,0,1,0,0,0
BC05,reduced_sown,July,SE,Centaurea stoebe,7,0,0,0,1,0,0
BC05,reduced_sown,July,SE,Daucus carota,3,0,0,0,1,0,0
BC05,reduced_sown,July,SE,Echium vulgare,2,0,0,0,1,1,0
BC05,reduced_sown,July,SE,Festuca ovina,1,0,0,0,0,0,0
BC05,reduced_sown,July,SE,Festuca rubra,5,0,0,0,0,1,0
BC05,reduced_sown,July,SE,Hypericum perforatum,2,0,0,1,0,0,0
BC05,reduced_sown,July,SE,Hypochaeris radicata,0.5,0,0,0,0,1,0
BC05,reduced_sown,July,SE,Leucanthemum vulgare,10,0,0,0,0,1,0
BC05,reduced_sown,July,SE,Luzula campestris,1,0,0,0,0,0,0
BC05,reduced_sown,July,SE,Plantago lanceolata,8,0,0,0,1,1,0
BC05,reduced_sown,July,SE,Poa pratensis,0.1,0,0,0,0,1,0
BC05,reduced_sown,July,SE,Potentilla argentea,0.5,0,0,0,1,1,0
BC05,reduced_sown,July,SE,Rumex acetosa,0.5,0,0,0,0,0,0
BC05,reduced_sown,July,SE,Rumex acetosella,0.5,0,0,0,0,1,0
BC05,reduced_sown,July,SE,Salvia pratensis,0.1,0,0,0,0,0,0
BC05,reduced_sown,July,SE,Sedum acre,0.3,0,0,0,0,0,0
BC05,reduced_sown,July,SE,Trifolium arvense,1,0,0,0,1,0,0
BC05,reduced_sown,July,SE,Trifolium pratensis,5,0,0,0,1,0,0
BC05,reduced_sown,July,SE,Trifolium repens,1,0,0,0,0,0,0
BC05,reduced_sown,July,SE,Vicia hirsuta,0.01,0,0,0,0,1,0
BC05,reduced_sown,March,NW,Acer seedling,0.01,1,0,0,0,0,0
BC05,reduced_sown,March,NW,Achillea millefolium,0.5,0,0,0,0,0,0
BC05,reduced_sown,March,NW,Agrostis capillaris,25,0,0,0,0,0,0
BC05,reduced_sown,March,NW,Arenaria serpyllifolia,0.01,0,0,0,0,0,0
BC05,reduced_sown,March,NW,Centaurea jacea,1,0,0,0,0,0,0
BC05,reduced_sown,March,NW,Centaurea stoebe,3,0,0,0,0,0,0
BC05,reduced_sown,March,NW,Cerastium semidecandrum,0.5,1,0,0,0,0,0
BC05,reduced_sown,March,NW,Crepis capillaris,0.01,0,0,0,0,0,0
BC05,reduced_sown,March,NW,Festuca rubra,15,0,0,0,0,0,0
BC05,reduced_sown,March,NW,Geranium molle,0.5,0,0,0,0,0,0
BC05,reduced_sown,March,NW,Hypochaeris radicata,0.2,0,0,0,0,0,0
BC05,reduced_sown,March,NW,Jacobaea vulgaris (Senecio jacobaea),0.5,0,0,0,0,0,0
BC05,reduced_sown,March,NW,Leucanthemum vulgare,1,0,0,0,0,0,0
BC05,reduced_sown,March,NW,Luzula campestris,1,0,0,0,1,0,0
BC05,reduced_sown,March,NW,Phleum phleoides,0.2,0,0,0,0,0,0
BC05,reduced_sown,March,NW,Plantago lanceolata,1,0,0,0,0,0,0
BC05,reduced_sown,March,NW,Potentilla argentea,0.4,0,0,0,0,0,0
BC05,reduced_sown,March,NW,Rumex acetosa,0.5,0,0,0,0,0,0
BC05,reduced_sown,March,NW,Salvia pratensis,0.1,0,0,0,0,0,0
BC05,reduced_sown,March,NW,Sedum acre,0.5,0,0,0,0,0,0
BC05,reduced_sown,March,NW,Trifolium dubium,15,0,0,0,0,0,0
BC05,reduced_sown,March,NW,Trifolium pratensis,3,0,0,0,0,0,0
BC05,reduced_sown,March,NW,Veronica arvensis,0.01,1,0,0,0,0,0
BC05,reduced_sown,March,NW,Vicia hirsuta,0.1,0,0,0,0,0,0
BC05,reduced_sown,March,SE,Achillea millefolium,2,0,0,0,0,0,0
BC05,reduced_sown,March,SE,Agrostis capillaris,30,0,0,0,0,0,0
BC05,reduced_sown,March,SE,Bellis perennis,0.2,0,0,0,1,0,0
BC05,reduced_sown,March,SE,Carduus,2,0,0,0,0,0,0
BC05,reduced_sown,March,SE,Centaurea stoebe,3,0,0,0,0,0,0
BC05,reduced_sown,March,SE,Cerastium glomeratum,0.1,0,0,0,0,0,0
BC05,reduced_sown,March,SE,Daucus carota,3,0,0,0,0,0,0
BC05,reduced_sown,March,SE,Echium vulgare,0.5,0,0,0,0,0,0
BC05,reduced_sown,March,SE,Festuca ovina,0.5,0,0,0,0,0,0
BC05,reduced_sown,March,SE,Festuca rubra,10,0,0,0,0,0,0
BC05,reduced_sown,March,SE,Galanthus,0.001,0,0,0,0,0,0
BC05,reduced_sown,March,SE,Geranium molle,0.5,0,0,0,0,0,0
BC05,reduced_sown,March,SE,Helichrysum,0.01,0,0,0,0,0,0
BC05,reduced_sown,March,SE,Hypericum perforatum,0.1,0,0,0,0,0,0
BC05,reduced_sown,March,SE,Knautia arvense,0.1,0,0,0,0,0,0
BC05,reduced_sown,March,SE,Lamium purpureum,0.01,0,0,0,0,0,0
BC05,reduced_sown,March,SE,Leucanthemum vulgare,5,0,0,0,0,0,0
BC05,reduced_sown,March,SE,Luzula campestris,1,0,0,0,1,0,0
BC05,reduced_sown,March,SE,Plantago lanceolata,2,0,0,0,0,0,0
BC05,reduced_sown,March,SE,Potentilla argentea,0.1,0,0,0,0,0,0
BC05,reduced_sown,March,SE,Rumex acetosa,0.5,0,0,0,0,0,0
BC05,reduced_sown,March,SE,Rumex acetosella,1,0,0,0,0,0,0
BC05,reduced_sown,March,SE,Salvia pratensis,0.1,0,0,0,0,0,0
BC05,reduced_sown,March,SE,Sedum acre,0.5,0,0,0,0,0,0
BC05,reduced_sown,March,SE,Trifolium dubium,3,0,0,0,0,0,0
BC05,reduced_sown,March,SE,Trifolium pratensis,15,0,0,0,0,0,0
BC05,reduced_sown,March,SE,Veronica chamaedrys,0.01,0,0,0,0,0,0
BC05,reduced_sown,March,SE,Vicia hirsuta,0.1,0,0,0,0,0,0
BC05,reduced_sown,May,NW,Acer seedling,0.5,0,0,0,0,0,0
BC05,reduced_sown,May,NW,Achillea millefolium,5,0,0,1,0,0,0
BC05,reduced_sown,May,NW,Agrostis capillaris,25,0,0,0,1,0,0
BC05,reduced_sown,May,NW,Arenaria serpyllifolia,0.01,0,0,0,1,1,0
BC05,reduced_sown,May,NW,Bromus sterilis,0.5,0,0,0,1,0,0
BC05,reduced_sown,May,NW,Centaurea cyanus,0.5,0,0,0,1,0,0
BC05,reduced_sown,May,NW,Centaurea jacea,6,0,0,0,0,0,0
BC05,reduced_sown,May,NW,Centaurea stoebe,5,0,0,0,0,0,0
BC05,reduced_sown,May,NW,Cerastium glomeratum,0.1,0,0,0,0,1,0
BC05,reduced_sown,May,NW,Cerastium semidecandrum,0.5,0,0,0,0,1,0
BC05,reduced_sown,May,NW,Crepis capillaris,0.1,0,0,0,0,0,0
BC05,reduced_sown,May,NW,Festuca rubra,15,0,0,0,1,1,0
BC05,reduced_sown,May,NW,Geranium molle,0.5,0,0,0,0,1,0
BC05,reduced_sown,May,NW,Hypericum perforatum,0.5,0,0,0,0,0,0
BC05,reduced_sown,May,NW,Hypochaeris radicata,0.3,0,0,1,0,0,0
BC05,reduced_sown,May,NW,Jacobaea vulgaris (Senecio jacobaea),3,0,0,0,0,0,0
BC05,reduced_sown,May,NW,Leucanthemum vulgare,3,0,0,0,1,0,0
BC05,reduced_sown,May,NW,Luzula campestris,2,0,0,0,0,1,0
BC05,reduced_sown,May,NW,Phleum phleoides,1,0,0,0,1,0,0
BC05,reduced_sown,May,NW,Plantago lanceolata,5,0,0,0,1,0,0
BC05,reduced_sown,May,NW,Poa pratensis,0.5,0,0,0,1,1,0
BC05,reduced_sown,May,NW,Potentilla argentea,4,0,0,0,1,0,0
BC05,reduced_sown,May,NW,Rumex acetosa,2,0,0,0,0,0,0
BC05,reduced_sown,May,NW,Rumex acetosella,0.3,0,0,0,1,0,0
